"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Data; frequencies and probabilities","Comparing and evaluating data","F","قم بتحليل المدرج التكراري المعطى لتحديد ما إذا كانت البيانات منحرفة إيجابيًا أو سلبيًا أو متناظرة، وفسر reasoning الخاص بك.","لتحليل المدرج التكراري (Histogram) وتحديد ما إذا كانت البيانات منحرفة إيجابيًا أو سلبيًا أو متناظرة، يمكن اتباع الخطوات التالية:

---

### **1. فهم شكل المدرج التكراري:**
- المدرج التكراري هو تمثيل رسومي للبيانات يُظهر توزيع القيم في مجموعة بيانات معينة.
- يتم تقسيم البيانات إلى فئات (Bins)، ويتم رسم عدد القيم (التكرارات) في كل فئة على شكل أعمدة.

---

### **2. تحديد النقطة المركزية للتوزيع:**
- حدد النقطة المركزية للمدرج التكراري، وهي غالبًا تتوافق مع القيمة التي تحتوي على أعلى تكرار (أطول عمود).
- هذه النقطة تعكس ""المركز"" أو ""النقطة الأكثر شيوعًا"" في البيانات.

---

### **3. مقارنة ذيول التوزيع:**
- قم بفحص الذيل الأيمن والذيل الأيسر للمدرج التكراري:
  - **الذيل الأيمن:** يشير إلى القيم الأعلى من النقطة المركزية.
  - **الذيل الأيسر:** يشير إلى القيم الأدنى من النقطة المركزية.

---

### **4. تحديد نوع الانحراف:**
#### **أ. التوزيع المتناظر:**
- إذا كان الذيل الأيمن والذيل الأيسر متساويين تقريبًا في الطول والشكل، فإن التوزيع يكون متناظرًا.
- في هذا الحالة، لا يوجد انحراف، وتكون القيم موزعة بشكل متساوٍ حول النقطة المركزية.

#### **ب. الانحراف الإيجابي:**
- إذا كان الذيل الأيمن أطول من الذيل الأيسر، فإن التوزيع يكون منحرفًا إيجابيًا.
- يعني ذلك أن معظم القيم تتركز على الجانب الأيسر من التوزيع، وهناك عدد قليل من القيم الكبيرة التي تسحب الذيل نحو اليمين.

#### **ج. الانحراف السلبي:**
- إذا كان الذيل الأيسر أطول من الذيل الأيمن، فإن التوزيع يكون منحرفًا سلبيًا.
- يعني ذلك أن معظم القيم تتركز على الجانب الأيمن من التوزيع، وهناك عدد قليل من القيم الصغيرة التي تسحب الذيل نحو اليسار.

---

### **5. تقديم التفسير (Reasoning):**
- بعد تحديد نوع التوزيع (متناظر، منحرف إيجابيًا، أو منحرف سلبيًا)، قدم تفسيرًا بناءً على طبيعة البيانات:
  - **في حالة التوزيع المتناظر:** قد يشير ذلك إلى أن القيم تتوزع بشكل طبيعي حول المتوسط، ولا توجد قيم متطرفة تؤثر على الشكل العام.
  - **في حالة الانحراف الإيجابي:** قد تكون هناك ظواهر أو عوامل تؤدي إلى وجود قيم كبيرة نسبيًا (مثل دخل مرتفع جدًا في توزيع الدخل).
  - **في حالة الانحراف السلبي:** قد تكون هناك ظواهر أو عوامل تؤدي إلى وجود قيم صغيرة نسبيًا (مثل أعمار صغيرة جدًا في توزيع الأعمار).

---

### **مثال عملي:**
- لنفترض أن لديك مدرج تكراري لتوزيع درجات الطلاب في اختبار.
  - إذا كان الذيل الأيمن طويلًا (عدد قليل من الطلاب حصلوا على درجات عالية جدًا)، فإن التوزيع يكون منحرفًا إيجابيًا.
  - إذا كان الذيل الأيسر طويلًا (عدد قليل من الطلاب حصلوا على درجات منخفضة جدًا)، فإن التوزيع يكون منحرفًا سلبيًا.
  - إذا كان الذيلان متساويين تقريبًا، فإن التوزيع يكون متناظرًا.

---

### **الإجابة النهائية:**
لتحليل المدرج التكراري:
1. حدد النقطة المركزية.
2. قارن الذيل الأيمن والذيل الأيسر.
3. استنتج نوع التوزيع (متناظر، منحرف إيجابيًا، أو منحرف سلبيًا).
4. قدم تفسيرًا بناءً على طبيعة البيانات.

**الخلاصة:**  
- إذا كان التوزيع متناظرًا: $\boxed{\text{متناظر}}$.  
- إذا كان الذيل الأيمن أطول: $\boxed{\text{منحرف إيجابيًا}}$.  
- إذا كان الذيل الأيسر أطول: $\boxed{\text{منحرف سلبيًا}}$."
"Data; frequencies and probabilities","Comparing and evaluating data","F","قم بحساب المتوسط والوسيط للبيانات الممثلة في الرسم البياني ثم ناقش أي مقياس من مقاييس النزعة المركزية يمثل مجموعة البيانات بشكل أفضل.","لحل هذه المسألة، سنقوم باتباع خطوات منظمة لحساب المتوسط والوسيط للبيانات الممثلة في الرسم البياني، ثم نناقش أي مقياس من مقاييس النزعة المركزية يمثل البيانات بشكل أفضل. إليك التفاصيل:

---

### **1. فهم البيانات المقدمة:**
قبل البدء في الحسابات، يجب أن تفهم البيانات الموجودة في الرسم البياني. قد تكون البيانات على شكل:
- قائمة بأرقام معينة (مثل: 3, 5, 7, 9).
- بيانات متكررة (مثل: الرقم 3 يتكرر 2 مرة، الرقم 5 يتكرر 3 مرات).
- بيانات تمثلها فترات أو مجالات (مثل: 0–10، 11–20، وما إلى ذلك).

تأكد من تحديد جميع القيم الموجودة في الرسم البياني وترتيبها.

---

### **2. حساب المتوسط (Mean):**

#### صيغة المتوسط:
$$
\text{المتوسط} = \frac{\text{مجموع القيم}}{\text{عدد القيم}}
$$

#### الخطوات:
1. جمع جميع القيم الموجودة في البيانات.
   - إذا كانت هناك تكرارات، اضرب كل قيمة في عدد مرات تكرارها قبل الجمع.
2. قسم المجموع على عدد القيم الإجمالي.

#### مثال:
إذا كانت البيانات هي: 3, 5, 7, 9:
- مجموع القيم = $ 3 + 5 + 7 + 9 = 24 $
- عدد القيم = 4
- المتوسط = $ \frac{24}{4} = 6 $

---

### **3. حساب الوسيط (Median):**

#### تعريف الوسيط:
الوسيط هو القيمة التي تقع في المنتصف عند ترتيب البيانات تصاعديًا.

#### الخطوات:
1. مرتبة القيم تصاعديًا.
2. حدد الوسيط بناءً على عدد القيم:
   - إذا كان عدد القيم فرديًا: الوسيط هو القيمة الموجودة في المنتصف.
   - إذا كان عدد القيم زوجيًا: الوسيط هو متوسط القيمتين الموجودتين في المنتصف.

#### مثال:
إذا كانت البيانات هي: 3, 5, 7, 9:
- بعد ترتيبها: 3, 5, 7, 9
- عدد القيم = 4 (زوجي)
- الوسيط = متوسط القيمتين الوسطيتين = $ \frac{5 + 7}{2} = 6 $

---

### **4. مناقشة أي مقياس يمثل البيانات بشكل أفضل:**

#### الفرق بين المتوسط والوسيط:
- **المتوسط:** يتأثر بالقيم المتطرفة (Outliers). إذا كانت هناك قيم كبيرة جدًا أو صغيرة جدًا، فقد لا يكون المتوسط تمثيلًا دقيقًا للبيانات.
- **الوسيط:** لا يتأثر بالقيم المتطرفة لأنه يعتمد فقط على القيمة أو القيم الوسطى.

#### كيفية الاختيار:
- إذا كانت البيانات تحتوي على قيم متطرفة: يفضل استخدام الوسيط لأنه يعطي صورة أكثر دقة عن مركز البيانات.
- إذا كانت البيانات متوزعة بشكل منتظم (لا تحتوي على قيم متطرفة): يمكن استخدام المتوسط لأنه يأخذ في الاعتبار جميع القيم.

#### مثال:
- إذا كانت البيانات هي: 3, 5, 7, 9 → كلاهما يمثلان البيانات بشكل جيد لأنها متوزعة بشكل منتظم.
- إذا كانت البيانات هي: 3, 5, 7, 100 → الوسيط (6) سيكون تمثيلًا أفضل للمجموعة لأن المتوسط (28.75) سيتأثر بالقيمة المتطرفة (100).

---

### **الخلاصة:**
- **احسب المتوسط باستخدام صيغته.**
- **احسب الوسيط عن طريق ترتيب البيانات واختيار القيمة الوسطى.**
- **ناقش اختيارك بناءً على وجود القيم المتطرفة أو التوزيع المنتظم للبيانات.**

إذا كنت بحاجة إلى مزيد من الشرح أو مثال محدد، فلا تتردد في السؤال!"
"Data; frequencies and probabilities","Comparing and evaluating data","F","باستخدام الهيستوجرام المقدم، حدد الوضع للبيانات وقم بتقييم ما يشير إليه ذلك حول أكثر التكرارات حدوثًا في مجموعة البيانات.","لحل هذه المسألة، سنحتاج إلى اتباع خطوات منهجية لفهم الهيستوجرام واستخراج المعلومات المطلوبة. دعنا نقسم الحل إلى الخطوات التالية:

---

### **1. فهم الهيستوجرام**
- الهيستوجرام هو تمثيل رسومي للبيانات حيث يتم تقسيم البيانات إلى فترات (أو أعمدة) وعرض تكرارات كل فترة.
- في الهيستوجرام، يمثل محور $ x $ الفئات أو الفترات المختلفة، بينما يمثل محور $ y $ عدد التكرارات (أو التردد) لكل فترة.

---

### **2. تحديد الوضع (Mode)**
- الوضع هو القيمة أو الفترة التي لها أعلى تكرار في مجموعة البيانات.
- قم بفحص الأعمدة في الهيستوجرام وحدد العمود الذي له أعلى ارتفاع. هذا العمود يشير إلى الفترة ذات أعلى تكرار.
- إذا كان هناك عمود واحد فقط هو الأعلى، فإن البيانات لديها وضع واحد (Uni-modal).
- إذا كان هناك عمودان أو أكثر بنفس الارتفاع الأعلى، فإن البيانات قد تكون ثنائية الوضع (Bi-modal) أو متعددة الوضع (Multi-modal).

---

### **3. تفسير النتيجة**
- بمجرد تحديد الوضع، قم بتقييم ما يعنيه ذلك حول البيانات:
  - إذا كانت الفترة ذات أعلى تكرار تقع في بداية الهيستوجرام، فقد يكون ذلك مؤشرًا على أن معظم القيم صغيرة.
  - إذا كانت الفترة ذات أعلى تكرار تقع في المنتصف، فقد يشير ذلك إلى توزيع متماثل أو قريب من التماثل.
  - إذا كانت الفترة ذات أعلى تكرار تقع في نهاية الهيستوجرام، فقد يكون ذلك مؤشرًا على أن معظم القيم كبيرة.

---

### **4. تقديم الإجابة**
- بعد تحديد الوضع وتفسيره، قدم الإجابة بشكل واضح ومدعوم بالتحليل.
- على سبيل المثال: ""الفترة ذات أعلى تكرار هي [الفترة]، مما يشير إلى أن معظم القيم في البيانات تتركز حول هذه الفترة.""

---

### **مثال عملي**
لنفترض أن لدينا هيستوجرام يحتوي على الفترات التالية:
- الفترة 1: تكرار = 5
- الفترة 2: تكرار = 8
- الفترة 3: تكرار = 12
- الفترة 4: تكرار = 6

#### **الخطوات:**
1. نلاحظ أن الفترة الثالثة لها أعلى تكرار (12).
2. إذن، الوضع هو الفترة الثالثة.
3. يمكننا القول إن معظم القيم في البيانات تتركز حول الفترة الثالثة.

#### **الإجابة النهائية:**
$$
\boxed{\text{الوضع هو الفترة الثالثة، مما يشير إلى أن معظم القيم في البيانات تتركز حول هذه الفترة.}}
$$ 

---

إذا كنت بحاجة إلى توضيح إضافي أو تطبيق العملية على بيانات معينة، فلا تتردد في طرح المزيد من التفاصيل!"
"Data; frequencies and probabilities","Understanding probabilities","D","حقيبة تحتوي على 5 كرات حمراء و 3 كرات زرقاء و 2 كرة خضراء؛ ما هو احتمال سحب كرة زرقاء عشوائياً؟","لحساب احتمال سحب كرة زرقاء عشوائيًا من الحقيبة، يمكننا اتباع الخطوات التالية:

---

### **1. تحديد العدد الإجمالي للكرات في الحقيبة**
في المسألة، لدينا:
- 5 كرات حمراء
- 3 كرات زرقاء
- 2 كرة خضراء

لذا، العدد الإجمالي للكرات هو:
$$
5 + 3 + 2 = 10 \text{ كرات}.
$$

---

### **2. تحديد عدد الكرات الزرقاء**
من المعطيات، يوجد **3 كرات زرقاء**.

---

### **3. صياغة قانون الاحتمال**
قانون الاحتمال ينص على أن:
$$
P(\text{حدث معين}) = \frac{\text{عدد النتائج الممكنة التي تحقق الحدث}}{\text{عدد النتائج الممكنة الإجمالية}}.
$$

في هذه المسألة:
- عدد النتائج الممكنة التي تحقق الحدث (سحب كرة زرقاء) هو **3** (عدد الكرات الزرقاء).
- عدد النتائج الممكنة الإجمالية هو **10** (إجمالي عدد الكرات).

---

### **4. حساب الاحتمال**
باستخدام القانون:
$$
P(\text{سحب كرة زرقاء}) = \frac{\text{عدد الكرات الزرقاء}}{\text{إجمالي عدد الكرات}} = \frac{3}{10}.
$$

---

### **5. كتابة الإجابة**
إذن، احتمال سحب كرة زرقاء عشوائيًا هو:
$$
\boxed{\frac{3}{10}}
$$ 

أو يمكن التعبير عنه كنسبة مئوية:
$$
\frac{3}{10} \times 100 = 30\%.
$$"
"Data; frequencies and probabilities","Understanding probabilities","D","إذا كانت الحقيبة تحتوي على 4 كرات صفراء و6 كرات برتقالية و10 كرات بنفسجية، ما هي احتمالية سحب كرة صفراء من الحقيبة؟","لحساب احتمالية سحب كرة صفراء من الحقيبة، يمكننا اتباع الخطوات التالية خطوة بخطوة:

---

### **الخطوة 1: تحديد العدد الإجمالي للكرات في الحقيبة**
- عدد الكرات الصفراء = 4
- عدد الكرات البرتقالية = 6
- عدد الكرات البنفسجية = 10

إذن، العدد الإجمالي للكرات في الحقيبة هو:
$$
4 + 6 + 10 = 20
$$

---

### **الخطوة 2: تحديد عدد الكرات المفضلة (الكرات الصفراء)**
- عدد الكرات الصفراء = 4

هذه هي الكرات التي نرغب في سحبها.

---

### **الخطوة 3: حساب الاحتمال**
الاحتمال هو نسبة عدد الحالات المفضلة إلى العدد الإجمالي للحالات. وبالتالي:
$$
\text{الاحتمال} = \frac{\text{عدد الكرات الصفراء}}{\text{العدد الإجمالي للكرات}}
$$

بالتعويض بالقيم:
$$
\text{الاحتمال} = \frac{4}{20}
$$

---

### **الخطوة 4: تبسيط الكسر**
يمكن تبسيط الكسر $\frac{4}{20}$ بتقسيم البسط والمقام على القاسم المشترك الأكبر (4):
$$
\frac{4}{20} = \frac{1}{5}
$$

---

### **الخطوة 5: التعبير عن النتيجة**
الاحتمال النهائي لسحب كرة صفراء هو:
$$
\boxed{\frac{1}{5}}
$$

أو يمكن التعبير عنه كنسبة مئوية:
$$
\frac{1}{5} = 0.2 = 20\%
$$

إذن، هناك فرصة بنسبة $20\%$ لسحب كرة صفراء من الحقيبة."
"Data; frequencies and probabilities","Understanding probabilities","D","في كيس يحتوي على 8 كرات سوداء و7 كرات بيضاء و5 كرات وردية، ما هي الكسر الذي يمثل احتمال اختيار كرة وردية عشوائيًا؟","لحل هذه المسألة، نحتاج إلى حساب احتمال اختيار كرة وردية من الكيس. الاحتمال هو نسبة عدد النتائج الممكنة المطلوبة (اختيار كرة وردية) إلى العدد الإجمالي للنتائج الممكنة (عدد الكرات في الكيس).

### الخطوات:

#### 1. **تحديد العدد الإجمالي للكرات في الكيس:**
   - عدد الكرات السوداء = 8
   - عدد الكرات البيضاء = 7
   - عدد الكرات الوردية = 5

   إذن، العدد الإجمالي للكرات في الكيس هو:
   $$
   \text{إجمالي الكرات} = 8 + 7 + 5 = 20
   $$

#### 2. **تحديد عدد الكرات الوردية:**
   - عدد الكرات الوردية = 5

#### 3. **حساب الاحتمال:**
   الاحتمال هو نسبة عدد الكرات الوردية إلى العدد الإجمالي للكرات:
   $$
   \text{الاحتمال} = \frac{\text{عدد الكرات الوردية}}{\text{إجمالي الكرات}}
   $$

   بالتعويض:
   $$
   \text{الاحتمال} = \frac{5}{20}
   $$

#### 4. **تبسيط الكسر:**
   نبسط الكسر $\frac{5}{20}$ عن طريق قسمة البسط والمقام على القاسم المشترك الأكبر (وهو 5):
   $$
   \frac{5}{20} = \frac{1}{4}
   $$

### الإجابة النهائية:
$$
\boxed{\frac{1}{4}}
$$

وهذا يعني أن احتمال اختيار كرة وردية عشوائيًا هو $\frac{1}{4}$."
"Data; frequencies and probabilities","Understanding probabilities","H","وصف التمرين: لاعب كرة السلة لديه معدل نجاح في الرميات الحرة بنسبة 70% ومعدل نجاح في الرميات الثلاثية بنسبة 60%؛ ما هو احتمال أن يسجل كلا من الرمية الحرة والرميات الثلاثية في نفس المباراة؟","لحل هذه المسألة، نحتاج إلى استخدام مفهوم الاحتمالات المستقلة. دعنا نشرح الخطوات خطوة بخطوة:

---

### **1. فهم المسألة**
- لدينا لاعب كرة سلة لديه معدل نجاح:
  - في الرميات الحرة بنسبة $ 70\% $ أو $ 0.7 $.
  - في الرميات الثلاثية بنسبة $ 60\% $ أو $ 0.6 $.
- السؤال يطلب احتمال أن يسجل اللاعب كلا النوعين من الرميات (الرمية الحرة والرمية الثلاثية) في نفس المباراة.

---

### **2. تحديد العلاقة بين الحدثين**
- إذا كانت الرمية الحرة والرمية الثلاثية حدثان مستقلان (أي أن نجاح أحدهما لا يؤثر على الآخر)، فإن احتمال وقوع كليهما معًا يُحسب باستخدام قاعدة الضرب للاحتمالات المستقلة:
  $$
  P(\text{كلا الحدثين}) = P(\text{الحدث الأول}) \times P(\text{الحدث الثاني})
  $$

---

### **3. تطبيق القاعدة**
- هنا، الحدث الأول هو نجاح الرمية الحرة، واحتماله $ P(\text{الرمية الحرة}) = 0.7 $.
- الحدث الثاني هو نجاح الرمية الثلاثية، واحتماله $ P(\text{الرمية الثلاثية}) = 0.6 $.

إذن:
$$
P(\text{كلا الحدثين}) = P(\text{الرمية الحرة}) \times P(\text{الرمية الثلاثية})
$$

$$
P(\text{كلا الحدثين}) = 0.7 \times 0.6
$$

---

### **4. إجراء العملية الحسابية**
$$
P(\text{كلا الحدثين}) = 0.42
$$

---

### **5. التعبير عن النتيجة**
- احتمال أن يسجل اللاعب كلا النوعين من الرميات (الرمية الحرة والرمية الثلاثية) في نفس المباراة هو $ 0.42 $ أو $ 42\% $.

---

### **الإجابة النهائية:**
$$
\boxed{0.42 \text{ أو } 42\%}
$$"
"Data; frequencies and probabilities","Understanding probabilities","H","تصنع مصنع لمبات الإنارة بمعدل جودة يبلغ 90% وبطاريات بمعدل جودة يبلغ 85%; إذا تم اختيار لمبة وبطارية بشكل عشوائي، ما هو احتمال أن يكون كلاهما ذات جودة جيدة؟","لحل هذه المسألة، نحتاج إلى استخدام مفهوم **احتمالات الأحداث المستقلة**. دعونا نشرح الخطوات خطوة بخطوة:

---

### 1. **فهم المعطيات:**
- معدل جودة اللمبات = 90% = $ 0.9 $
- معدل جودة البطاريات = 85% = $ 0.85 $

المسألة تطلب احتمال أن تكون كل من اللمبة والبطارية ذات جودة جيدة.

---

### 2. **تحديد العلاقة بين الأحداث:**
- اختيار اللمبة ذات الجودة الجيدة هو حدث مستقل عن اختيار البطارية ذات الجودة الجيدة.
- عندما يكون هناك أحداث مستقلة، فإن احتمال وقوع الحدثين معًا يُحسب بضرب احتمال كل حدث في الآخر.

---

### 3. **صيغة الاحتمال المطلوب:**
نريد حساب احتمال أن تكون اللمبة ذات جودة جيدة ($ P(\text{جودة لمبة}) $) **وأن تكون البطارية ذات جودة جيدة** ($ P(\text{جودة بطارية}) $).

$$
P(\text{كلاهما ذو جودة جيدة}) = P(\text{جودة لمبة}) \times P(\text{جودة بطارية})
$$

---

### 4. **تعويض القيم:**
- $ P(\text{جودة لمبة}) = 0.9 $
- $ P(\text{جودة بطارية}) = 0.85 $

$$
P(\text{كلاهما ذو جودة جيدة}) = 0.9 \times 0.85
$$

---

### 5. **إجراء العملية الحسابية:**

$$
0.9 \times 0.85 = 0.765
$$

---

### 6. **تقديم الإجابة النهائية:**
إذن، احتمال أن تكون اللمبة والبطارية ذات جودة جيدة هو:

$$
\boxed{0.765 \text{ أو } 76.5\%}
$$"
"Data; frequencies and probabilities","Understanding probabilities","H","في لعبة قذف عملة ورمي نرد، ما probability أن نحصل على صورة عند قذف العملة و الرقم أربعة عند رمي النرد؟","لحساب احتمال الحصول على ""صورة"" عند قذف العملة و""الرقم 4"" عند رمي النرد، يمكننا اتباع الخطوات التالية خطوة بخطوة:

---

### **1. فهم المسألة**
- **قذف عملة:** عند قذف عملة، هناك نتيجتان محتملتان: ""صورة"" أو ""كتابة"". الاحتمال لكل منهما هو $ \frac{1}{2} $.
- **رمي نرد:** عند رمي نرد عادي (6 وجوه)، هناك 6 نتائج محتملة: الأرقام من 1 إلى 6. الاحتمال للحصول على أي رقم معين هو $ \frac{1}{6} $.

نريد حساب احتمال الحصول على ""صورة"" عند قذف العملة **و** الرقم ""4"" عند رمي النرد.

---

### **2. تحديد الأحداث المستقلة**
- قذف العملة ورمي النرد هما حدثان مستقلان. هذا يعني أن نتيجة قذف العملة لا تؤثر على نتيجة رمي النرد، والعكس صحيح.

لذلك، يمكننا استخدام قاعدة ضرب الاحتمالات للأحداث المستقلة:
$$
P(\text{حدث 1 وحدث 2}) = P(\text{حدث 1}) \times P(\text{حدث 2})
$$

---

### **3. حساب الاحتمالات الفردية**
- احتمال الحصول على ""صورة"" عند قذف العملة:
  $$
  P(\text{صورة}) = \frac{1}{2}
  $$

- احتمال الحصول على الرقم ""4"" عند رمي النرد:
  $$
  P(\text{4}) = \frac{1}{6}
  $$

---

### **4. ضرب الاحتمالات**
بما أن الحدثين مستقلان، فإن احتمال الحصول على ""صورة"" **و** الرقم ""4"" هو:
$$
P(\text{صورة و4}) = P(\text{صورة}) \times P(\text{4})
$$

بالتعويض بالقيم:
$$
P(\text{صورة و4}) = \frac{1}{2} \times \frac{1}{6} = \frac{1}{12}
$$

---

### **5. الإجابة النهائية**
إذن، احتمال الحصول على ""صورة"" عند قذف العملة و""الرقم 4"" عند رمي النرد هو:
$$
\boxed{\frac{1}{12}}
$$"
"Data; frequencies and probabilities","Understanding probabilities","D","عجلة مقسمة إلى 4 أقسام متساوية: أحمر، أزرق، أخضر، وأصفر؛ ما هو احتمال الدوران والهبوط على اللون الأزرق؟","لحساب احتمال الدوران والهبوط على اللون الأزرق في هذه المسألة، يمكننا اتباع الخطوات التالية:

---

### **1. فهم المسألة:**
- لدينا عجلة مقسمة إلى 4 أقسام متساوية.
- الألوان هي: أحمر، أزرق، أخضر، وأصفر.
- نريد حساب احتمال أن يهبط المؤشر على اللون الأزرق.

---

### **2. تحديد عدد النتائج الممكنة:**
- بما أن العجلة مقسمة إلى 4 أقسام متساوية، فإن هناك **4 نتائج ممكنة**:
  - الهبوط على اللون الأحمر.
  - الهبوط على اللون الأزرق.
  - الهبوط على اللون الأخضر.
  - الهبوط على اللون الأصفر.

---

### **3. تحديد عدد النتائج المطلوبة:**
- هنا، النتيجة المطلوبة هي الهبوط على اللون الأزرق.
- يوجد **قسم واحد فقط** باللون الأزرق.

---

### **4. حساب الاحتمال:**
- الاحتمال هو نسبة عدد النتائج المطلوبة إلى عدد النتائج الممكنة.
- باستخدام صيغة الاحتمال:
  $$
  \text{الاحتمال} = \frac{\text{عدد النتائج المطلوبة}}{\text{عدد النتائج الممكنة}}
  $$

- عدد النتائج المطلوبة = 1 (اللون الأزرق).
- عدد النتائج الممكنة = 4 (الأحمر، الأزرق، الأخضر، الأصفر).

- إذن:
  $$
  \text{الاحتمال} = \frac{1}{4}
  $$

---

### **5. كتابة الإجابة النهائية:**
- احتمال الهبوط على اللون الأزرق هو $\boxed{\frac{1}{4}}$.

---

### **6. تفسير النتيجة:**
- هذا يعني أن لكل دورة للعجلة، هناك فرصة واحدة من أربع لتهبط على اللون الأزرق."
"Data; frequencies and probabilities","Understanding probabilities","D","إذا كان للعجلة أقسام باللون البرتقالي والوردي والبنفسجي، وكل قسم ملون بنفس الحجم؛ فما هي الكسر الذي يمثل احتمال الهبوط على اللون الوردي؟","لحل هذه المسألة، نحتاج إلى تحديد الكسر الذي يمثل احتمال الهبوط على اللون الوردي بناءً على المعلومات المقدمة. إليك الخطوات بشكل تفصيلي:

---

### **1. فهم المسألة:**
- لدينا عجلة مقسمة إلى أقسام.
- الألوان الموجودة هي: البرتقالي، الوردي، والبنفسجي.
- كل قسم ملون له نفس الحجم (أي أن الأقسام متساوية).

---

### **2. تحديد عدد الأقسام:**
- من المعلومات، نعلم أن هناك ثلاثة ألوان مختلفة: البرتقالي، الوردي، والبنفسجي.
- إذا كانت كل لون يمثل قسماً واحداً، فإن العجلة تحتوي على **3 أقسام**.

---

### **3. حساب احتمال الهبوط على اللون الوردي:**
- الاحتمال هو نسبة عدد الأقسام التي تحتوي على اللون المرغوب فيه (في هذه الحالة، اللون الوردي) إلى إجمالي عدد الأقسام.
- يوجد **قسم واحد فقط** باللون الوردي.
- العجلة تحتوي على **3 أقسام** متساوية.

إذن:
$$
\text{الاحتمال} = \frac{\text{عدد الأقسام باللون الوردي}}{\text{إجمالي عدد الأقسام}}
$$

$$
\text{الاحتمال} = \frac{1}{3}
$$

---

### **4. التحقق من الإجابة:**
- بما أن الأقسام متساوية في الحجم، فإن كل قسم لديه فرصة متساوية للهبوط عليه.
- إذن، احتمال الهبوط على أي لون من الألوان الثلاثة هو نفسه، وهو $\frac{1}{3}$.

---

### **الإجابة النهائية:**
$$
\boxed{\frac{1}{3}}
$$"
"Data; frequencies and probabilities","Understanding probabilities","D","يوجد دوار يظهر 3 ألوان: الأحمر (قسمان) والأخضر (قسم واحد) والأزرق (قسم واحد)؛ ما هي احتمالية الوصول إلى اللون الأحمر عند تدوير الدوار؟","لحل هذه المسألة، يمكننا اتباع الخطوات التالية:

---

### **1. فهم المسألة وتحليلها:**
- الدوار يحتوي على 3 ألوان: الأحمر، الأخضر، والأزرق.
- اللون **الأحمر** يظهر في **قسمين** من الدوار.
- اللون **الأخضر** يظهر في **قسم واحد** فقط.
- اللون **الأزرق** يظهر في **قسم واحد** فقط.

إذن، الدوار مقسم إلى **4 أقسام متساوية الحجم** (2 قسم أحمر + 1 قسم أخضر + 1 قسم أزرق).

---

### **2. تحديد عدد الحالات الممكنة:**
- عند تدوير الدوار، هناك **4 نتائج ممكنة** لأن الدوار مقسم إلى 4 أقسام.
- النتائج الممكنة هي:
  - القسم الأول: أحمر
  - القسم الثاني: أحمر
  - القسم الثالث: أخضر
  - القسم الرابع: أزرق

---

### **3. تحديد عدد الحالات المطلوبة:**
- نحن نريد حساب احتمالية الوصول إلى اللون **الأحمر**.
- اللون الأحمر موجود في **قسمين** من الدوار.

إذن، هناك **2 حالة مطلوبة** (قسم أحمر + قسم أحمر).

---

### **4. حساب الاحتمال:**
الاحتمال هو نسبة عدد الحالات المطلوبة إلى عدد الحالات الممكنة. باستخدام الصيغة الرياضية:

$$
P(\text{الأحمر}) = \frac{\text{عدد الحالات المطلوبة}}{\text{عدد الحالات الممكنة}}
$$

- عدد الحالات المطلوبة = 2 (قسمان أحمر).
- عدد الحالات الممكنة = 4 (أقسام الدوار الإجمالية).

إذن:

$$
P(\text{الأحمر}) = \frac{2}{4} = \frac{1}{2}
$$

---

### **5. تقديم الإجابة النهائية:**
الاحتمال أن يصل الدوار إلى اللون الأحمر عند التدوير هو:

$$
\boxed{\frac{1}{2}}
$$"
