"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Functional relationships (patterns and structures)","Assignments and proportionality","C","Verwenden Sie farbige Blöcke, um ein Modell zu erstellen, das das Verhältnis von 5 blauen Blöcken zu 3 gelben Blöcken darstellt, und finden und veranschaulichen Sie dann mindestens ein entsprechendes Verhältnis.","Um diese Aufgabe zu lösen, können wir das Verhältnis von 5 blauen Blöcken zu 3 gelben Blöcken modellieren und dann ein entsprechendes Verhältnis finden. Hier ist eine Schritt-für-Schritt-Anleitung:

---

### **Schritt 1: Modelliere das Verhältnis mit farbigen Blöcken**
1. Nimm dir 5 blaue Blöcke und 3 gelbe Blöcke.
2. Stelle die Blöcke in einer Reihe oder Gruppe dar, um das Verhältnis visuell darzustellen. Zum Beispiel:
   - Blaue Blöcke: 🟦🟦🟦🟦🟦
   - Gelbe Blöcke: 🟨🟨🟨

   Zusammen ergibt sich das Verhältnis **5 : 3**.

---

### **Schritt 2: Erkläre das Verhältnis mathematisch**
Das Verhältnis von 5 zu 3 bedeutet, dass für jede Gruppe von 5 blauen Blöcken genau 3 gelbe Blöcke vorhanden sind. Es gibt keine Einschränkungen hinsichtlich der Größe der Blöcke oder ihrer Anordnung; es geht nur um die relative Menge.

Mathematisch kann man das Verhältnis auch als Bruch schreiben:
$$
\frac{5}{3}
$$

Dieser Bruch zeigt den Vergleich zwischen den beiden Größen.

---

### **Schritt 3: Finde ein entsprechendes Verhältnis**
Ein ""entsprechendes Verhältnis"" ist ein Verhältnis, das proportional zum ursprünglichen Verhältnis ist. Das bedeutet, dass du beide Zahlen des Verhältnisses (5 und 3) mit derselben Zahl multiplizieren oder dividieren kannst, um ein neues, aber gleichwertiges Verhältnis zu erhalten.

#### Beispiel 1: Multiplikation
Multipliziere beide Zahlen mit 2:
$$
5 \cdot 2 = 10 \quad \text{und} \quad 3 \cdot 2 = 6
$$
Das neue Verhältnis lautet **10 : 6**, was dem Ursprungssverhältnis entspricht.

#### Beispiel 2: Multiplikation mit 3
Multipliziere beide Zahlen mit 3:
$$
5 \cdot 3 = 15 \quad \text{und} \quad 3 \cdot 3 = 9
$$
Das neue Verhältnis lautet **15 : 9**, was ebenfalls dem Ursprungssverhältnis entspricht.

#### Beispiel 3: Division (nur wenn möglich)
Teile beide Zahlen durch ihren größten gemeinsamen Teiler (ggT). In diesem Fall ist der ggT von 5 und 3 gleich 1, also lässt sich das Verhältnis nicht weiter vereinfachen.

---

### **Schritt 4: Veranschauliche das neue Verhältnis mit Blöcken**
Nehmen wir das Verhältnis **10 : 6** als Beispiel:
- Stelle 10 blaue Blöcke dar: 🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦
- Stelle 6 gelbe Blöcke dar: 🟨🟨🟨🟨🟨🟨

Die Anzahl der Blöcke ist nun größer, aber das Verhältnis bleibt dasselbe.

---

### **Zusammenfassung**
1. Das ursprüngliche Verhältnis ist **5 : 3**.
2. Ein entsprechendes Verhältnis kann durch Multiplikation oder Division gefunden werden. Beispiele sind **10 : 6**, **15 : 9**, etc.
3. Verwende Blöcke, um sowohl das ursprüngliche als auch das neue Verhältnis visuell darzustellen.

---

Falls du noch weitere Fragen hast oder weitere Beispiele möchtest, lass es mich wissen! 😊"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","Erstelle eine Wertetabelle für die lineare Funktion y = 2x + 3, plotiere dann die Punkte in einem Graphen und beschreibe die Steigung.","Um die Aufgabe zu lösen, gehen wir Schritt für Schritt vor. Wir erstellen eine Wertetabelle, plotten die Punkte in einem Koordinatensystem und beschreiben die Steigung der linearen Funktion $ y = 2x + 3 $. Hier ist die detaillierte Anleitung:

---

### **1. Erstellen einer Wertetabelle**
Eine lineare Funktion hat die allgemeine Form $ y = mx + b $, wobei:
- $ m $ die Steigung der Geraden ist,
- $ b $ der y-Achsenabschnitt (der Schnittpunkt mit der y-Achse) ist.

In diesem Fall lautet die Funktion $ y = 2x + 3 $, also:
- $ m = 2 $ (die Steigung),
- $ b = 3 $ (der Schnittpunkt mit der y-Achse).

#### **Wähle einige x-Werte und berechne die entsprechenden y-Werte:**
Wir wählen beliebige Werte für $ x $ und berechnen $ y $ mit der Gleichung $ y = 2x + 3 $.

| $ x $ | Berechnung ($ y = 2x + 3 $) | $ y $ |
|--------|-------------------------------|--------|
| -2     | $ y = 2(-2) + 3 = -4 + 3 = -1 $ | -1    |
| -1     | $ y = 2(-1) + 3 = -2 + 3 = 1 $  | 1     |
| 0      | $ y = 2(0) + 3 = 0 + 3 = 3 $   | 3     |
| 1      | $ y = 2(1) + 3 = 2 + 3 = 5 $   | 5     |
| 2      | $ y = 2(2) + 3 = 4 + 3 = 7 $   | 7     |

Die Wertetabelle sieht nun so aus:

| $ x $ | $ y $ |
|--------|--------|
| -2     | -1     |
| -1     | 1      |
| 0      | 3      |
| 1      | 5      |
| 2      | 7      |

---

### **2. Plotten der Punkte in einem Graphen**
Nun zeichnen wir die Punkte aus der Wertetabelle in ein Koordinatensystem ein:
- Die x-Werte werden auf der horizontalen Achse abgetragen.
- Die y-Werte werden auf der vertikalen Achse abgetragen.

Die Punkte sind:
- $ (-2, -1) $
- $ (-1, 1) $
- $ (0, 3) $
- $ (1, 5) $
- $ (2, 7) $

Verbinde diese Punkte durch eine Gerade, da es sich um eine lineare Funktion handelt.

---

### **3. Beschreibe die Steigung**
Die Steigung $ m $ einer linearen Funktion gibt an, wie stark die Gerade steigt oder fällt. Sie wird definiert als:
$$
m = \frac{\Delta y}{\Delta x} = \frac{\text{Änderung in } y}{\text{Änderung in } x}
$$

Für die Funktion $ y = 2x + 3 $ beträgt die Steigung $ m = 2 $. Das bedeutet:
- Für jede Einheit, die du dich nach rechts bewegst ($ \Delta x = 1 $), steigt die Gerade um 2 Einheiten ($ \Delta y = 2 $).
- Die Gerade ist positiv geneigt, da $ m > 0 $.

---

### **Zusammenfassung**
1. **Wertetabelle:**
   | $ x $ | $ y $ |
   |--------|--------|
   | -2     | -1     |
   | -1     | 1      |
   | 0      | 3      |
   | 1      | 5      |
   | 2      | 7      |

2. **Graph:** Zeichne die Punkte $ (-2, -1), (-1, 1), (0, 3), (1, 5), (2, 7) $ in ein Koordinatensystem und verbinde sie durch eine Gerade.

3. **Steigung:** Die Steigung beträgt $ m = 2 $. Dies bedeutet, dass die Gerade für jede Einheit nach rechts um 2 Einheiten nach oben steigt.

---

Falls du noch Fragen hast oder einen konkreten Schritt genauer erklärt haben möchtest, lass es mich wissen! 😊"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","Ein örtliches Fitnessstudio erhebt eine einmalige Anmeldegebühr von 20 $ und 10 $ pro Monat; schreibe die Gleichung für die Gesamtkosten (C) als Funktion der Monate (m), erstelle eine Wertetabelle und zeichne die Funktion.","Um diese Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

---

### **1. Gleichung aufstellen**

Die Gesamtkosten \( C \) bestehen aus zwei Komponenten:
- Eine feste einmalige Anmeldegebühr von 20 $,
- Monatliche Kosten von 10 $ pro Monat.

Daher können wir die Gesamtkosten als Funktion der Monate \( m \) wie folgt darstellen:

\[
C(m) = 20 + 10m
\]

Hierbei ist:
- \( C(m) \): Die Gesamtkosten in Abhängigkeit von den Monaten.
- \( m \): Die Anzahl der Monate.

---

### **2. Wertetabelle erstellen**

Um eine Wertetabelle zu erstellen, berechnen wir die Gesamtkosten \( C(m) \) für verschiedene Werte von \( m \). Wir wählen beispielsweise \( m = 0, 1, 2, 3, 4, 5 \).

| Monate (\( m \)) | Kosten (\( C(m) \)) |
|-------------------|---------------------|
| 0                 | \( C(0) = 20 + 10 \cdot 0 = 20 \) |
| 1                 | \( C(1) = 20 + 10 \cdot 1 = 30 \) |
| 2                 | \( C(2) = 20 + 10 \cdot 2 = 40 \) |
| 3                 | \( C(3) = 20 + 10 \cdot 3 = 50 \) |
| 4                 | \( C(4) = 20 + 10 \cdot 4 = 60 \) |
| 5                 | \( C(5) = 20 + 10 \cdot 5 = 70 \) |

Die vollständige Tabelle sieht also so aus:

| Monate (\( m \)) | Kosten (\( C(m) \)) |
|-------------------|---------------------|
| 0                 | 20                  |
| 1                 | 30                  |
| 2                 | 40                  |
| 3                 | 50                  |
| 4                 | 60                  |
| 5                 | 70                  |

---

### **3. Zeichnen der Funktion**

Die Funktion \( C(m) = 20 + 10m \) ist eine lineare Funktion, da sie sich in der Form \( C(m) = a \cdot m + b \) schreiben lässt (mit \( a = 10 \) und \( b = 20 \)). Der Graph einer linearen Funktion ist eine Gerade.

#### Schritte zum Zeichnen:
1. **Achsen beschriften**: 
   - Auf der x-Achse tragen wir die Anzahl der Monate (\( m \)).
   - Auf der y-Achse tragen wir die Gesamtkosten (\( C(m) \)).

2. **Punkte aus der Wertetabelle eintragen**:
   - Markiere die Punkte aus der Tabelle: \( (0, 20), (1, 30), (2, 40), (3, 50), (4, 60), (5, 70) \).

3. **Gerade durch die Punkte ziehen**:
   - Verbinde die Punkte mit einer geraden Linie.

#### Eigenschaften der Geraden:
- Der Schnittpunkt mit der y-Achse liegt bei \( (0, 20) \), da die Anmeldegebühr von 20 $ fix ist.
- Die Steigung der Geraden beträgt \( 10 \), da die Kosten pro Monat um 10 $ zunehmen.

---

### **Zusammenfassung**

- **Gleichung**: \( C(m) = 20 + 10m \)
- **Wertetabelle**:
  | Monate (\( m \)) | Kosten (\( C(m) \)) |
  |-------------------|---------------------|
  | 0                 | 20                  |
  | 1                 | 30                  |
  | 2                 | 40                  |
  | 3                 | 50                  |
  | 4                 | 60                  |
  | 5                 | 70                  |

- **Graph**: Eine Gerade mit y-Achsenabschnitt 20 und Steigung 10.

Falls du noch weitere Fragen hast oder Unterstützung beim Zeichnen benötigst, lass es mich wissen!"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","Wenn ein Fahrradverleihgeschäft 5 $ für die erste Stunde und 2 $ für jede weitere Stunde berechnet, finde die lineare Funktion, die die Kosten (C) in Abhängigkeit von den Stunden (h) darstellt. Zeichne sie und erkläre die Bedeutung der Steigung.","Um diese Aufgabe zu lösen, gehen wir systematisch vor und analysieren die Situation Schritt für Schritt:

---

### **1. Analyse der Kostenstruktur**
Das Fahrradverleihgeschäft berechnet:
- **5 $ für die erste Stunde** (festes Startkosten).
- **2 $ pro Stunde für jede weitere Stunde**.

Dies bedeutet:
- Wenn du das Fahrrad nur eine Stunde lang ausleiht, zahlen wir genau 5 $.
- Für mehr als eine Stunde werden zusätzlich je Stunde 2 $ berechnet.

Beispielhaft:
- Für 1 Stunde: \( C = 5 \) $
- Für 2 Stunden: \( C = 5 + 2 \cdot 1 = 7 \) $
- Für 3 Stunden: \( C = 5 + 2 \cdot 2 = 9 \) $
- Für 4 Stunden: \( C = 5 + 2 \cdot 3 = 11 \) $

Hier erkennst du bereits einen linearen Zusammenhang zwischen den Kosten \( C \) und der Anzahl der Stunden \( h \).

---

### **2. Mathematische Modellierung**
Die allgemeine Form einer linearen Funktion lautet:
\[
C(h) = m \cdot h + b
\]
wobei:
- \( m \) die Steigung ist,
- \( b \) der y-Achsenabschnitt ist.

In unserem Fall:
- Der **y-Achsenabschnitt \( b \)** entspricht dem Preis für die erste Stunde, also \( b = 5 \).
- Die **Steigung \( m \)** gibt den Preis pro zusätzlicher Stunde an, also \( m = 2 \).

Damit lautet die lineare Funktion:
\[
C(h) = 2 \cdot h + 5
\]

---

### **3. Bedeutung der Steigung**
Die Steigung \( m = 2 \) beschreibt, wie stark sich die Kosten pro Stunde erhöhen. In diesem Fall bedeutet sie:
- Für jede weitere Stunde steigen die Kosten um **2 $**.

---

### **4. Zeichnung der Funktion**
Um die Funktion grafisch darzustellen, folgen wir diesen Schritten:
1. Wähle einige Werte für \( h \) (Anzahl der Stunden) und berechne die entsprechenden Kosten \( C(h) \):
   - \( h = 0 \): \( C(0) = 2 \cdot 0 + 5 = 5 \)
   - \( h = 1 \): \( C(1) = 2 \cdot 1 + 5 = 7 \)
   - \( h = 2 \): \( C(2) = 2 \cdot 2 + 5 = 9 \)
   - \( h = 3 \): \( C(3) = 2 \cdot 3 + 5 = 11 \)

2. Trage diese Punkte in ein Koordinatensystem ein:
   - \( (0, 5) \)
   - \( (1, 7) \)
   - \( (2, 9) \)
   - \( (3, 11) \)

3. Verbinde die Punkte zu einer Geraden.

Die resultierende Gerade zeigt die lineare Abhängigkeit zwischen den Stunden \( h \) und den Kosten \( C(h) \).

---

### **5. Fazit**
Die lineare Funktion, die die Kosten \( C \) in Abhängigkeit von den Stunden \( h \) beschreibt, lautet:
\[
\boxed{C(h) = 2h + 5}
\]

Die Steigung \( m = 2 \) gibt an, dass die Kosten pro Stunde um 2 $ zunehmen. Der y-Achsenabschnitt \( b = 5 \) stellt den Preis für die erste Stunde dar."
"Functional relationships (patterns and structures)","Equations and algebra","E","Ein Videospieldesigner hat 45 Punkte; wenn er 12 weitere Punkte verdient, wie viele Punkte hatte er zu Beginn? Löse die Gleichung x + 12 = 45 nach x auf.","Um die Aufgabe zu lösen, musst du die Gleichung \( x + 12 = 45 \) nach \( x \) auflösen. Hier ist eine Schritt-für-Schritt-Erklärung:

---

### 1. Verstehe die Gleichung
Die Gleichung \( x + 12 = 45 \) bedeutet, dass der Videospieldesigner zu Beginn \( x \) Punkte hatte und dann 12 weitere Punkte verdient hat, sodass er insgesamt 45 Punkte besitzt.

Deine Aufgabe ist es, herauszufinden, wie viele Punkte \( x \) er zu Beginn hatte.

---

### 2. Isoliere \( x \)
Um \( x \) zu finden, musst du die Zahl 12 auf der linken Seite der Gleichung eliminieren. Dazu subtrahierst du 12 von beiden Seiten der Gleichung (was das Gleichgewicht beibehält):

\[
x + 12 - 12 = 45 - 12
\]

---

### 3. Vereinfache die Gleichung
Auf der linken Seite fällt \( +12 - 12 \) weg, sodass nur noch \( x \) übrig bleibt. Auf der rechten Seite rechnest du \( 45 - 12 \):

\[
x = 33
\]

---

### 4. Überprüfe die Lösung
Um sicherzugehen, dass die Lösung richtig ist, kannst du sie in die ursprüngliche Gleichung einsetzen:

\[
x + 12 = 45
\]

Setze \( x = 33 \) ein:

\[
33 + 12 = 45
\]

Das stimmt, also ist die Lösung korrekt.

---

### Antwort:
Der Videospieldesigner hatte **33 Punkte** zu Beginn. 

\[
\boxed{x = 33}
\]"
"Functional relationships (patterns and structures)","Equations and algebra","E","Maria spart für ein neues Fahrrad, das 250 Dollar kostet; wenn sie derzeit 75 Dollar hat, wie viel Geld muss sie noch sparen? Löse die Gleichung x + 75 = 250 nach x auf.","Um die Aufgabe zu lösen, musst du herausfinden, wie viel Geld Maria noch sparen muss, um sich das Fahrrad leisten zu können. Die Gleichung lautet:

$$
x + 75 = 250
$$

Dabei steht $x$ für den Betrag, den Maria noch sparen muss.

### Schritt-für-Schritt-Lösung:

1. **Ziel der Gleichung:**
   Du möchtest $x$ allein auf einer Seite der Gleichung stehen haben. Um dies zu erreichen, musst du die 75 von der linken Seite der Gleichung entfernen.

2. **Subtrahiere 75 von beiden Seiten:**
   Wenn du eine Zahl von einer Seite der Gleichung subtrahierst, musst du die gleiche Operation auch auf der anderen Seite durchführen, damit die Gleichung weiterhin gültig bleibt. Subtrahiere also 75 von beiden Seiten:

   $$
   x + 75 - 75 = 250 - 75
   $$

3. **Vereinfache die Gleichung:**
   Links vereinfacht sich $75 - 75$ zu 0, sodass nur noch $x$ übrig bleibt. Rechts rechnest du $250 - 75$:

   $$
   x = 175
   $$

4. **Ergebnis interpretieren:**
   Das Ergebnis $x = 175$ bedeutet, dass Maria noch **175 Dollar** sparen muss, um sich das Fahrrad kaufen zu können.

---

### Kontrolle:
Um sicherzugehen, dass die Lösung korrekt ist, kannst du die berechnete Lösung in die ursprüngliche Gleichung einsetzen:

$$
x + 75 = 250
$$

Setze $x = 175$ ein:

$$
175 + 75 = 250
$$

Das stimmt, also ist die Lösung korrekt.

---

### Endresultat:
$$
\boxed{x = 175}
$$"
"Functional relationships (patterns and structures)","Equations and algebra","E","Die Temperatur draußen beträgt 20 Grad Celsius; wenn sie um 15 Grad steigt, wie hoch wird die neue Temperatur sein? Löse die Gleichung x - 15 = 20.","Lass uns die beiden Aufgaben Schritt für Schritt lösen:

---

### **Aufgabe 1: Temperaturerhöhung**
Die aktuelle Temperatur beträgt **20 Grad Celsius**, und sie steigt um **15 Grad**. Wir möchten wissen, wie hoch die neue Temperatur ist.

#### Lösung:
Um die neue Temperatur zu berechnen, addieren wir die Temperaturerhöhung (15 Grad) zur aktuellen Temperatur (20 Grad):

\[
\text{Neue Temperatur} = \text{Aktuelle Temperatur} + \text{Temperaturerhöhung}
\]

\[
\text{Neue Temperatur} = 20 + 15 = 35
\]

Also wird die neue Temperatur **35 Grad Celsius** betragen.

---

### **Aufgabe 2: Löse die Gleichung \( x - 15 = 20 \)**

Hier haben wir eine lineare Gleichung, die wir nach \( x \) auflösen müssen.

#### Lösungsschritte:
1. Starte mit der Gleichung:
   \[
   x - 15 = 20
   \]

2. Um \( x \) zu isolieren, addiere **15** auf beiden Seiten der Gleichung:
   \[
   x - 15 + 15 = 20 + 15
   \]

3. Vereinfache:
   \[
   x = 35
   \]

Die Lösung der Gleichung ist also \( x = 35 \).

---

### Zusammenfassung:
- In der ersten Aufgabe ergibt sich die neue Temperatur zu **35 Grad Celsius**.
- In der zweiten Aufgabe ist die Lösung der Gleichung \( x - 15 = 20 \) ebenfalls \( x = 35 \). 

Beide Aufgaben führen zum selben Ergebnis! 😊"
"Functional relationships (patterns and structures)","Other functional relationships","F","Was ist der nächste Term in der Folge 3, 7, 13, 21 und erkläre das Muster?","Um die nächste Zahl in der Folge $ 3, 7, 13, 21 $ zu finden, analysieren wir das Muster systematisch. Dazu betrachten wir die Differenzen zwischen aufeinanderfolgenden Zahlen und suchen nach einer Regel.

### Schritt 1: Berechne die Differenzen zwischen aufeinanderfolgenden Zahlen
Die Differenzen zwischen den Zahlen sind:
$$
7 - 3 = 4
$$
$$
13 - 7 = 6
$$
$$
21 - 13 = 8
$$

Also ergibt sich die Folge der Differenzen: $ 4, 6, 8 $.

### Schritt 2: Analysiere die Differenzenfolge
In der Differenzenfolge $ 4, 6, 8 $ sehen wir, dass die Differenzen um jeweils $ +2 $ zunehmen. Dies deutet darauf hin, dass die Differenzen eine arithmetische Folge bilden.

### Schritt 3: Bestimme die nächste Differenz
Da die Differenzen um $ +2 $ zunehmen, ist die nächste Differenz:
$$
8 + 2 = 10
$$

### Schritt 4: Berechne die nächste Zahl in der Folge
Die letzte Zahl in der Folge ist $ 21 $. Wenn wir die nächste Differenz ($ 10 $) zur letzten Zahl addieren, erhalten wir:
$$
21 + 10 = 31
$$

### Abschluss
Der nächste Term in der Folge ist daher **$ \boxed{31} $**.

---

### Zusatz: Beschreibung des Musters
Die Folge wird durch eine quadratische Funktion beschrieben. Die Terme können allgemein durch folgende Formel dargestellt werden:
$$
a_n = n^2 + n + 1
$$
wobei $ n $ die Position des Terms in der Folge ist ($ n = 1, 2, 3, \dots $).

- Für $ n = 1 $: $ a_1 = 1^2 + 1 + 1 = 3 $
- Für $ n = 2 $: $ a_2 = 2^2 + 2 + 1 = 7 $
- Für $ n = 3 $: $ a_3 = 3^2 + 3 + 1 = 13 $
- Für $ n = 4 $: $ a_4 = 4^2 + 4 + 1 = 21 $
- Für $ n = 5 $: $ a_5 = 5^2 + 5 + 1 = 31 $

Dies bestätigt ebenfalls, dass der nächste Term $ \boxed{31} $ ist."
"Functional relationships (patterns and structures)","Other functional relationships","F","Wenn ein Sparkonto mit 100 $ beginnt und jeden Monat um 15 $ zunimmt, wie hoch wird das Guthaben nach dem 6. Monat sein?","Um diese Aufgabe zu lösen, können wir eine einfache mathematische Berechnung durchführen. Hier ist die Schritt-für-Schritt-Erklärung:

---

### **Schritt 1: Verstehen der Situation**
- Du beginnst mit einem Startbetrag von **100 $**.
- Jeden Monat wird dein Guthaben um **15 $** erhöht.
- Du möchtest wissen, wie hoch das Guthaben nach **6 Monaten** sein wird.

---

### **Schritt 2: Strukturieren der Berechnung**
Das Guthaben nach einer bestimmten Anzahl von Monaten kann berechnet werden, indem wir den Startbetrag und die monatlichen Zuwächse addieren.

Die allgemeine Formel lautet:
\[
G = S + n \cdot Z
\]
wobei:
- \( G \) = Gesamtguthaben (das Ergebnis, was wir berechnen wollen),
- \( S \) = Startbetrag (hier: 100 $),
- \( n \) = Anzahl der Monate (hier: 6),
- \( Z \) = monatlicher Zuwachs (hier: 15 $).

---

### **Schritt 3: Werte einsetzen**
Setze die gegebenen Werte in die Formel ein:
\[
G = 100 + 6 \cdot 15
\]

---

### **Schritt 4: Rechnung ausführen**
1. Berechne zuerst den monatlichen Zuwachs über 6 Monate:
   \[
   6 \cdot 15 = 90
   \]

2. Addiere diesen Betrag zum Startkapital:
   \[
   G = 100 + 90 = 190
   \]

---

### **Schritt 5: Ergebnis**
Nach 6 Monaten beträgt das Guthaben auf dem Sparkonto **190 $**.

---

### **Zusätzliche Überprüfung**
Um sicherzugehen, dass die Berechnung korrekt ist, kannst du auch monatlich den Zuwachs addieren:

- Monat 0 (Start): 100 $
- Monat 1: 100 + 15 = 115 $
- Monat 2: 115 + 15 = 130 $
- Monat 3: 130 + 15 = 145 $
- Monat 4: 145 + 15 = 160 $
- Monat 5: 160 + 15 = 175 $
- Monat 6: 175 + 15 = 190 $

Das Ergebnis stimmt überein: **190 $**."
"Functional relationships (patterns and structures)","Other functional relationships","F","Analysiere die Folge der dreieckigen Zahlen: 1, 3, 6, 10 und bestimme die nächste Zahl in der Folge.","Die Folge der **dreieckigen Zahlen** ist eine mathematische Reihe, die sich durch die Summe aufeinanderfolgender natürlicher Zahlen ergibt. Die ersten vier Zahlen dieser Folge sind:

1, 3, 6, 10.

Um die nächste Zahl in der Folge zu bestimmen, analysieren wir den Aufbau der dreieckigen Zahlen und erkennen ein Muster.

---

### Schritt 1: Definition der dreieckigen Zahlen
Die $ n $-te dreieckige Zahl wird berechnet als die Summe der ersten $ n $ natürlichen Zahlen:
$$
T_n = 1 + 2 + 3 + \dots + n = \frac{n(n+1)}{2}.
$$

Hierbei steht $ T_n $ für die $ n $-te dreieckige Zahl.

---

### Schritt 2: Berechne die ersten vier Zahlen nach der Formel
Lass uns die ersten vier Zahlen überprüfen, indem wir die Formel anwenden:

- Für $ n = 1 $: $ T_1 = \frac{1(1+1)}{2} = \frac{2}{2} = 1 $,
- Für $ n = 2 $: $ T_2 = \frac{2(2+1)}{2} = \frac{6}{2} = 3 $,
- Für $ n = 3 $: $ T_3 = \frac{3(3+1)}{2} = \frac{12}{2} = 6 $,
- Für $ n = 4 $: $ T_4 = \frac{4(4+1)}{2} = \frac{20}{2} = 10 $.

Dies stimmt mit der gegebenen Folge überein.

---

### Schritt 3: Bestimme die fünfte Zahl
Um die fünfte Zahl in der Folge zu berechnen, setzen wir $ n = 5 $ in die Formel ein:

$$
T_5 = \frac{5(5+1)}{2} = \frac{5 \cdot 6}{2} = \frac{30}{2} = 15.
$$

Die fünfte Zahl in der Folge ist also **15**.

---

### Alternative Methode: Untersuche die Differenzen zwischen den Zahlen
Wir können auch das Muster der Differenzen zwischen aufeinanderfolgenden Zahlen untersuchen:

- $ 3 - 1 = 2 $,
- $ 6 - 3 = 3 $,
- $ 10 - 6 = 4 $.

Die Differenzen wachsen jeweils um 1. Daher wird die nächste Differenz $ 4 + 1 = 5 $. Wenn wir diese Differenz zur letzten Zahl (10) addieren, erhalten wir ebenfalls:

$$
10 + 5 = 15.
$$

---

### Abschluss
Die nächste Zahl in der Folge der dreieckigen Zahlen ist:

$$
\boxed{15}
$$"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","Identifizieren Sie die algebraische Regel, die die Folge 3, 7, 11, 15 regelt, und verwenden Sie sie, um das 8. Glied zu finden.","Um die algebraische Regel zu identifizieren, die die Folge $3, 7, 11, 15$ regelt, und das 8. Glied zu berechnen, gehen wir systematisch vor:

---

### **Schritt 1: Überprüfe die Art der Folge**
Die gegebene Folge ist:
$$
3, 7, 11, 15
$$

Berechne die Differenzen zwischen aufeinanderfolgenden Gliedern:
$$
7 - 3 = 4,\quad 11 - 7 = 4,\quad 15 - 11 = 4
$$

Da die Differenzen konstant sind ($+4$), handelt es sich um eine **arithmetische Folge**.

---

### **Schritt 2: Allgemeine Formel für arithmetische Folgen**
Die allgemeine Formel für eine arithmetische Folge lautet:
$$
a_n = a_1 + (n-1) \cdot d
$$
wobei:
- $a_n$ das $n$-te Glied der Folge ist,
- $a_1$ das erste Glied ist,
- $d$ die konstante Differenz zwischen zwei aufeinanderfolgenden Gliedern ist,
- $n$ die Position des Glieds in der Folge ist.

---

### **Schritt 3: Bestimme die Werte von $a_1$ und $d$**
Aus der Folge können wir ablesen:
- $a_1 = 3$ (das erste Glied),
- $d = 4$ (die konstante Differenz).

Setze diese Werte in die Formel ein:
$$
a_n = 3 + (n-1) \cdot 4
$$

---

### **Schritt 4: Vereinfache die Formel**
Vereinfache den Ausdruck:
$$
a_n = 3 + 4n - 4
$$
$$
a_n = 4n - 1
$$

Dies ist die algebraische Regel, die die Folge beschreibt.

---

### **Schritt 5: Berechne das 8. Glied**
Setze $n = 8$ in die Formel $a_n = 4n - 1$ ein:
$$
a_8 = 4 \cdot 8 - 1
$$
$$
a_8 = 32 - 1
$$
$$
a_8 = 31
$$

---

### **Endresultat**
Die algebraische Regel der Folge ist:
$$
\boxed{a_n = 4n - 1}
$$

Das 8. Glied der Folge ist:
$$
\boxed{31}
$$"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","Die Folge der perfekten Quadrate beginnt mit 1, 4, 9 und 16; bestimme den algebraischen Ausdruck für das n-te Glied und berechne das 6. Glied.","Um die Aufgabe zu lösen, gehen wir systematisch vor:

### 1. Verständnis der Folge der perfekten Quadrate
Die Folge der perfekten Quadrate ist eine Zahlenfolge, in der jedes Glied das Quadrat einer natürlichen Zahl ist. Die ersten Elemente dieser Folge sind:
$$
1, 4, 9, 16, \dots
$$
Diese Zahlen können auch als $1^2$, $2^2$, $3^2$, $4^2$ usw. geschrieben werden.

### 2. Bestimmung des allgemeinen Terms (n-ten Glieds)
Wir suchen einen algebraischen Ausdruck für das $n$-te Glied der Folge. Wenn wir die Positionen der Glieder betrachten ($n = 1, 2, 3, 4, \dots$), sehen wir, dass das $n$-te Glied gleich dem Quadrat von $n$ ist:
$$
a_n = n^2
$$
Dabei ist $a_n$ das $n$-te Glied der Folge.

### 3. Berechnung des 6. Glieds
Um das 6. Glied zu berechnen, setzen wir $n = 6$ in den allgemeinen Term ein:
$$
a_6 = 6^2 = 36
$$

### Zusammenfassung
- Der algebraische Ausdruck für das $n$-te Glied lautet: $\boxed{a_n = n^2}$.
- Das 6. Glied der Folge ist: $\boxed{36}$."
