"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Größen und Messen","Berechnungen von Größen","H","Use integrals for irregular volumes","1. Integral
2. Volume
3. Irregular shapes
4. Differential element
5. Limits of integration
6. Region of integration
7. Triple integral
8. Double integral
9. Coordinate systems (Cartesian, polar, cylindrical, spherical)
10. Function of two or three variables
11. Jacobian
12. Cross-section
13. Area element
14. Solid of revolution
15. Riemann sums"
"Größen und Messen","Berechnungen von Größen","H","Apply advanced dimensional calculations","1. Dimensional analysis
2. Dimensional consistency
3. Units of measurement
4. Base quantities
5. Derived quantities
6. Conversion factors
7. Homogeneity of equations
8. Scaling laws
9. Dimensional formulas
10. Non-dimensional analysis
11. Vector quantities
12. Scalar quantities
13. Dimensionless parameters
14. Physical dimensions
15. Dimensional equations"
"Größen und Messen","Größen in Sachzusammenhängen","B","Compare prices in €","1. Currency conversion
2. Exchange rate
3. Market value
4. Inflation rate
5. Price index
6. Purchasing power parity
7. Transaction fees
8. Commodities
9. Economic indicators
10. Cost of living"
"Größen und Messen","Größen in Sachzusammenhängen","B","Discuss 5 min vs. 15 min","1. Time allocation  
2. Engagement  
3. Context  
4. Attention span  
5. Content depth  
6. Audience retention  
7. Delivery format  
8. Critical thinking  
9. Key takeaways  
10. Communication style"
"Größen und Messen","Größen in Sachzusammenhängen","C","Plan a simple budget","1. Income
2. Expenses
3. Fixed Costs
4. Variable Costs
5. Savings
6. Net Income
7. Cash Flow
8. Budgeting
9. Financial Goals
10. Discretionary Spending
11. Emergency Fund
12. Surplus
13. Deficit
14. Allocation
15. Forecasting"
"Größen und Messen","Größen in Sachzusammenhängen","C","Estimate travel time (hours/minutes)","1. Distance  
2. Speed  
3. Velocity  
4. Travel Time  
5. Route  
6. Traffic Conditions  
7. Average Speed  
8. Time Calculation  
9. Units of Measurement  
10. Estimation  
11. GPS  
12. Waypoints  
13. Commute  
14. Delay  
15. Acceleration"
"Größen und Messen","Größen in Sachzusammenhängen","D","Calculate total grocery cost","1. Item
2. Quantity
3. Price per item
4. Total cost
5. Tax
6. Discounts
7. Subtotal
8. Checkout
9. Currency
10. Receipt"
"Größen und Messen","Größen in Sachzusammenhängen","D","Convert time zones","1. UTC (Coordinated Universal Time)
2. Time Zone
3. Daylight Saving Time (DST)
4. Offset
5. Local Time
6. GMT (Greenwich Mean Time)
7. Time Conversion
8. Timestamp
9. Time Zone Database
10. International Date Line"
"Größen und Messen","Größen in Sachzusammenhängen","E","Fuel cost per km or partial usage","- Fuel efficiency
- Mileage
- Cost per liter/gallon
- Distance
- Fuel consumption rate
- Partial distance
- Operating cost
- Vehicle type
- Load factor
- Fuel surcharge
- Trip cost calculation
- Conversion factors"
"Größen und Messen","Größen in Sachzusammenhängen","E","Scale a recipe for different portions","1. Scaling
2. Recipe
3. Portions
4. Proportions
5. Ingredients
6. Measurement
7. Conversion
8. Ratio
9. Yield
10. Batch size
11. Equivalent measurements
12. Adjustment"
"Größen und Messen","Größen in Sachzusammenhängen","F","Use scale drawings or architectural plans","1. Scale
2. Dimension
3. Blueprint
4. Ratio
5. Architectural plan
6. Legend
7. Elevation
8. Floor plan
9. Aspect ratio
10. Cad (Computer-Aided Design)
11. Section view
12. Contour line
13. Drafting
14. Proportion
15. Annotation"
"Größen und Messen","Größen in Sachzusammenhängen","F","Solve tax or interest with unit conversions","1. Unit Conversion  
2. Percentage  
3. Principal  
4. Interest Rate  
5. Tax Rate  
6. Compound Interest  
7. Simple Interest  
8. Time Period  
9. Annualization  
10. Currency Conversion  
11. Effective Rate  
12. Discount Rate  
13. Gross Income  
14. Net Income"
"Größen und Messen","Größen in Sachzusammenhängen","G","Analyze water/electric bills","1. Kilowatt-hour (kWh)
2. Gallon
3. Meter reading
4. Unit rate
5. Fixed charge
6. Variable charge
7. Consumption
8. Water quality
9. Demand charge
10. Billing cycle
11. Tiered pricing
12. Account summary
13. Service area
14. Sewer charge
15. Non-potable water
16. Usage pattern
17. Infrastructure charge
18. Sustainability metrics
19. Total cost
20. Historical usage data"
"Größen und Messen","Größen in Sachzusammenhängen","G","Plan multi-step resource/time usage","1. Resource Allocation  
2. Time Management  
3. Task Prioritization  
4. Gantt Chart  
5. Milestones  
6. Dependencies  
7. Critical Path  
8. Work Breakdown Structure (WBS)  
9. Resource Leveling  
10. Buffer Time  
11. Agile Methodology  
12. Kanban  
13. Scrum  
14. Earned Value Management (EVM)  
15. Capacity Planning"
"Größen und Messen","Größen in Sachzusammenhängen","H","Assess large-scale environmental data","1. Data Acquisition
2. Remote Sensing
3. Geographic Information System (GIS)
4. Big Data
5. Data Processing
6. Data Visualization
7. Spatial Analysis
8. Temporal Analysis
9. Environmental Indicators
10. Data Quality
11. Statistical Analysis
12. Modeling
13. Machine Learning
14. Sensor Networks
15. Inference
16. Normalization
17. Metadata
18. Ecosystem Services
19. Climate Change Models
20. Land Use Change Analysis"
"Größen und Messen","Größen in Sachzusammenhängen","H","Use advanced modeling/simulation","1. Model
2. Simulation
3. Algorithm
4. Parameters
5. Variables
6. Data Input
7. Output
8. Validation
9. Verification
10. Iteration
11. Computational Methods
12. Discretization
13. Boundary Conditions
14. Time Step
15. Stochastic Modeling
16. Deterministic Model
17. Sensitivity Analysis
18. Monte Carlo Simulation
19. Finite Element Method
20. Agent-Based Modeling"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","B","Collect data on favorite fruits (tally)","1. Data collection
2. Tally
3. Survey
4. Sample
5. Population
6. Variables
7. Quantitative data
8. Qualitative data
9. Frequency
10. Analysis
11. Categorization
12. Representation
13. Summary statistics
14. Chart/graph
15. Data entry"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","B","Make a bar chart of fruit counts","1. Bar chart  
2. Data  
3. Counts  
4. Categories  
5. Axis  
6. Labels  
7. Scale  
8. Visualization  
9. Plotting  
10. Histogram  
11. Values  
12. Presentation  
13. Series  
14. Data frame  
15. Charting library"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","C","Read values from a line graph","1. Axes  
2. Scale  
3. Data Points  
4. Interpolation  
5. Trend Line  
6. Interval  
7. Coordinates  
8. Labels  
9. Legend  
10. Slope"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","C","Make a table from a short survey","1. Survey
2. Data collection
3. Questionnaire
4. Response
5. Variable
6. Dataset
7. Table structure
8. Rows
9. Columns
10. Data entry
11. Summary statistics
12. Formatting
13. Analysis
14. Chart (optional)"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","D","Interpret data in a pie chart","1. Pie Chart  
2. Sector  
3. Percentage  
4. Legend  
5. Data Label  
6. Proportion  
7. Angle  
8. Whole  
9. Distribution  
10. Comparison"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","D","Organize data in a two-way table","1. Data
2. Two-way table
3. Variables
4. Categories
5. Frequencies
6. Rows
7. Columns
8. Intersection
9. Marginal totals
10. Joint frequency
11. Conditional frequency
12. Data representation
13. Cross-tabulation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","E","Construct line graphs for time series","1. Time series  
2. Line graph  
3. Data points  
4. X-axis  
5. Y-axis  
6. Interval  
7. Trend  
8. Slope  
9. Scale  
10. Legend  
11. Labels  
12. Frequency  
13. Outliers  
14. Interpolation  
15. Visualization"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","E","Analyze misleading scales in graphs","1. Scale
2. Axis
3. Ratio
4. Interval
5. Graph
6. Bar graph
7. Line graph
8. Pie chart
9. Data visualization
10. Ticks
11. Magnitude
12. Distortion
13. Representation
14. Data range
15. Misleading representation
16. Proportionality
17. Visualization integrity
18. Context
19. Axis manipulation
20. Chartjunk"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","F","Use spreadsheets for visualization","1. Spreadsheet
2. Data
3. Visualization
4. Chart
5. Graph
6. Cell
7. Formula
8. Function
9. Range
10. Pivot Table
11. Axis
12. Legend
13. Data Series
14. Histogram
15. Scatter Plot
16. Bar Chart
17. Line Chart
18. Formatting
19. Filters
20. Dashboard"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","F","Discuss sampling methods/bias","1. Population  
2. Sample  
3. Sampling method  
4. Random sampling  
5. Stratified sampling  
6. Systematic sampling  
7. Cluster sampling  
8. Convenience sampling  
9. Purposive sampling  
10. Sampling bias  
11. Non-response bias  
12. Selection bias  
13. Coverage bias  
14. Measurement error  
15. Generalizability  
16. Sample size  
17. Probability sampling  
18. Non-probability sampling  
19. Data collection  
20. Representative sample"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","G","Make box plots or histograms","- Box plot
- Histogram
- Data distribution
- Outliers
- Quartiles
- Median
- Frequency
- Bins
- Scale
- Axis
- Categorical data
- Continuous data
- Range
- Interquartile range (IQR)
- Whiskers"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","G","Interpret cumulative frequency graphs","1. Cumulative frequency  
2. Frequency  
3. Graph  
4. Data set  
5. Quantiles  
6. Intervals  
7. Horizontal axis (x-axis)  
8. Vertical axis (y-axis)  
9. Median  
10. Percentiles  
11. Distribution  
12. Skewness  
13. Range  
14. Outliers  
15. Histogram"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","H","Apply advanced stats (regression, tests)","1. Regression
2. Dependent variable
3. Independent variable
4. Coefficient
5. Intercept
6. Residuals
7. R-squared
8. P-value
9. Hypothesis testing
10. Confidence interval
11. Significance level
12. Multicollinearity
13. Homoscedasticity
14. Normal distribution
15. t-test
16. ANOVA
17. Correlation
18. Outliers
19. Standard error
20. Model fitting"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","H","Evaluate reliability of large data sets","1. Data Quality  
2. Data Integrity  
3. Missing Data  
4. Outliers  
5. Sampling Bias  
6. Reliability Analysis  
7. Validation  
8. Data Redundancy  
9. Statistical Significance  
10. Replicability  
11. Consistency  
12. Error Rate  
13. Systematic Error  
14. Confidence Intervals  
15. Data Provenance  
16. Precision  
17. Accuracy  
18. Data Governance  
19. Noise  
20. Anomaly Detection"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","B","Identify mode in a small data set","1. Mode
2. Data set
3. Frequency
4. Statistical analysis
5. Measurement
6. Observation
7. Central tendency
8. Distribution
9. Unique values
10. Multimodal"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","B","Find largest/smallest in a chart","1. Data Set  
2. Maximum  
3. Minimum  
4. Axis  
5. Range  
6. Outlier  
7. Trend  
8. Average  
9. Median  
10. Mode  
11. Histogram  
12. Bar Chart  
13. Line Graph  
14. Coordinates  
15. Scale  
16. Data Points  
17. Visualization  
18. Chart Type  
19. Frequency  
20. Context"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","C","Compute mean of test scores","1. Mean
2. Test scores
3. Sum
4. Count
5. Average"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","C","Find the range (max-min)","1. Range
2. Maximum
3. Minimum
4. Data set
5. Values
6. Subtraction
7. Calculation
8. Analysis"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","D","Compare two sets by mean/range","1. Mean
2. Range
3. Set
4. Data
5. Average
6. Variability
7. Distribution
8. Comparison
9. Statistic
10. Outlier"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","D","Interpret the median in contexts","1. Median
2. Data Set
3. Quartiles
4. Percentiles
5. Distribution
6. Outliers
7. Central Tendency
8. Frequency
9. Range
10. Statistical Analysis"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","E","Explain outliers’ effect on mean/median","1. Outliers  
2. Mean  
3. Median  
4. Statistical Distribution  
5. Range  
6. Standard Deviation  
7. Variance  
8. Skewness  
9. Robust Statistics  
10. Descriptive Statistics"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","E","Use quartiles/box plots","1. Quartiles  
2. Box Plot  
3. Interquartile Range (IQR)  
4. Median  
5. Outliers  
6. Whiskers  
7. Data Distribution  
8. Lower Quartile (Q1)  
9. Upper Quartile (Q3)  
10. Five-Number Summary"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","F","Construct & interpret box plots","1. Box plot
2. Quartiles
3. Median
4. Interquartile range (IQR)
5. Whiskers
6. Outliers
7. Minimum
8. Maximum
9. Data distribution
10. Scale"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","F","Introduce standard deviation","1. Mean  
2. Variance  
3. Population  
4. Sample  
5. Square root  
6. Deviation  
7. Frequency  
8. Normal distribution  
9. Outliers  
10. Statistical significance"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","G","Use z-scores or distribution overlap","1. Z-score  
2. Mean  
3. Standard deviation  
4. Normal distribution  
5. Standard normal distribution  
6. Probability density function  
7. Percentiles  
8. Cumulative distribution function  
9. Confidence interval  
10. Type I error  
11. Type II error  
12. Effect size  
13. Overlap coefficient  
14. Area under the curve (AUC)  
15. Statistical significance"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","G","Analyze correlation vs. causation","1. Correlation  
2. Causation  
3. Variable  
4. Data set  
5. Statistical significance  
6. Confounding variable  
7. Independent variable  
8. Dependent variable  
9. Pearson correlation coefficient  
10. Spearman's rank correlation  
11. Regression analysis  
12. Outlier  
13. Scatter plot  
14. Time series analysis  
15. Randomization"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","H","Regression or hypothesis testing","1. Dependent Variable  
2. Independent Variable  
3. Linear Regression  
4. Residuals  
5. Coefficients  
6. R-squared  
7. P-value  
8. Null Hypothesis  
9. Alternative Hypothesis  
10. Type I Error  
11. Type II Error  
12. Confidence Interval  
13. Significance Level  
14. ANOVA  
15. Multicollinearity  
16. Homoscedasticity  
17. Normality  
18. Sample Size  
19. T-test  
20. Regression Assumptions"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","H","Confidence intervals/significance tests","1. Confidence Interval  
2. Significance Test  
3. Hypothesis  
4. Null Hypothesis  
5. Alternative Hypothesis  
6. P-value  
7. Type I Error  
8. Type II Error  
9. Alpha Level  
10. Beta Level  
11. Sample Size  
12. Margin of Error  
13. Standard Deviation  
14. Standard Error  
15. Critical Value  
16. T-distribution  
17. Z-distribution  
18. Power of a Test  
19. Effect Size  
20. Random Sampling  
21. Population Parameter  
22. Sample Statistic  
23. Two-tailed Test  
24. One-tailed Test  
25. Assumptions of Tests"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","B","Discuss certain vs. impossible events","1. Probability
2. Event
3. Certain Event
4. Impossible Event
5. Sample Space
6. Outcomes
7. Complement
8. Conditional Probability
9. Independent Events
10. Dependent Events"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","B","Rank events by likelihood","- Probability
- Likelihood
- Event
- Outcome
- Statistical significance
- Bayesian inference
- Prior probability
- Conditional probability
- Distribution
- Algorithm
- Regression analysis
- Sample space
- Noise
- Forecasting
- Confidence interval"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","C","Coin toss experiment","1. Experiment
2. Trial
3. Outcome
4. Sample space
5. Event
6. Probability
7. Randomness
8. Independent events
9. Fair coin
10. Binomial distribution
11. Trials with replacement
12. Trials without replacement"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","C","Compare actual frequency to expected","1. Frequency
2. Actual frequency
3. Expected frequency
4. Statistical analysis
5. Hypothesis testing
6. Chi-square test
7. Probability
8. Distribution
9. Null hypothesis
10. Alternative hypothesis
11. Sample size
12. Variance
13. Significance level
14. Confidence interval
15. P-value"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","D","Probability of rolling a 3 = 1/6","- Probability
- Outcome
- Event
- Sample space
- Fraction
- Random experiment
- Uniform distribution"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","D","Express probability as fraction/decimal/%","1. Probability
2. Event
3. Sample Space
4. Outcome
5. Frequency
6. Relative Frequency
7. Interpretation (Fraction/Decimal/Percentage)
8. Total Outcomes
9. Favorable Outcomes
10. Ratio"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","E","Compare theoretical vs. experimental outcomes","1. Hypothesis  
2. Variable  
3. Control group  
4. Experimental group  
5. Data collection  
6. Measurement error  
7. Statistical analysis  
8. Reproducibility  
9. Validity  
10. Reliability  
11. Sample size  
12. Confidence interval  
13. Significance level  
14. Systematic error  
15. Random error  
16. Calibration  
17. Benchmarking  
18. Model validation  
19. Deviations  
20. Outcome assessment"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","E","Use relative frequency in real contexts","1. Relative Frequency  
2. Probability  
3. Sample Space  
4. Events  
5. Outcomes  
6. Ratio  
7. Frequency Distribution  
8. Empirical Probability  
9. Data Collection  
10. Percentages  
11. Binning  
12. Statistical Analysis  
13. Observations  
14. Experiment  
15. Random Selection"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","F","Probability of combined events","1. Probability
2. Combined Events
3. Independent Events
4. Dependent Events
5. Conditional Probability
6. Addition Rule
7. Multiplication Rule
8. Joint Probability
9. Sample Space
10. Union
11. Intersection
12. Complement
13. Venn Diagram
14. Marginal Probability
15. Conditional Probability Table (CPT)"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","F","Analyze everyday chance statements","1. Probability
2. Randomness
3. Outcome
4. Event
5. Sample space
6. Likelihood
7. Complement
8. Conditional probability
9. Independent events
10. Dependent events
11. Mutually exclusive events
12. Bayes' theorem
13. Expected value
14. Variance
15. Standard deviation
16. Risk
17. Odds
18. Frequency
19. Distribution
20. Heuristic"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","G","Apply addition/multiplication rules","1. Addition rules  
2. Multiplication rules  
3. Operand  
4. Operator  
5. Associative property  
6. Commutative property  
7. Distributive property  
8. Identity element  
9. Zero element  
10. Numerical expressions  
11. Variables  
12. Terms  
13. Coefficients  
14. Equation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","G","Use tree diagrams/binomial distributions","1. Tree diagram  
2. Binomial distribution  
3. Probability  
4. Outcomes  
5. Events  
6. Trials  
7. Success  
8. Failure  
9. Sample space  
10. Branches  
11. Total probability  
12. Combinations  
13. Binomial coefficient  
14. Independent events  
15. Conditional probability"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","H","Continuous distributions/advanced models","1. Probability Density Function (PDF)
2. Cumulative Distribution Function (CDF)
3. Mean
4. Variance
5. Standard Deviation
6. Law of Large Numbers
7. Central Limit Theorem
8. Skewness
9. Kurtosis
10. Quantiles
11. Percentiles
12. Covariance
13. Correlation
14. Independence
15. Random Variables
16. Bayesian Inference
17. Maximum Likelihood Estimation (MLE)
18. Confidence Interval
19. Hypothesis Testing
20. Chi-Squared Distribution
21. Normal Distribution
22. Exponential Distribution
23. Uniform Distribution
24. Lognormal Distribution
25. Monte Carlo Simulation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","H","Evaluate probability in finance or science","1. Probability
2. Random Variable
3. Probability Distribution
4. Expected Value
5. Variance
6. Standard Deviation
7. Bayes' Theorem
8. Independence
9. Conditional Probability
10. Normal Distribution
11. Confidence Interval
12. Hypothesis Testing
13. p-value
14. Type I Error
15. Type II Error
16. Sample Size
17. Central Limit Theorem
18. Regression Analysis
19. Correlation
20. Risk Assessment"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","B","Arrange 3 objects in order","1. Permutation  
2. Factorial  
3. Combination  
4. Sequence  
5. Arrangement  
6. Order  
7. Distinct objects  
8. Repetition  
9. Combinatorial  
10. Enumeration"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","B","List pairs from 4 items","1. Combinations
2. Permutations
3. Sets
4. Elements
5. Pairing
6. Selection
7. Factorial
8. Order
9. Repetition (if applicable)
10. Enumeration"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","C","Use fundamental counting principle","1. Fundamental Counting Principle  
2. Outcomes  
3. Events  
4. Sample Space  
5. Combinations  
6. Permutations  
7. Multiplication Rule  
8. Independent Events  
9. Dependent Events  
10. Arrangements"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","C","Draw a tree diagram (2 coin flips)","1. Tree diagram  
2. Probability  
3. Outcome  
4. Branch  
5. Node  
6. Event  
7. Sample space  
8. Combination  
9. Independent events  
10. Enumeration"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","D","Calculate small permutations/combos","1. Permutation  
2. Combination  
3. Factorial  
4. Arrangement  
5. Selection  
6. Subset  
7. Count  
8. Cardinality  
9. Binomial coefficient  
10. Repetition  
11. Order  
12. Replacement"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","D","Apply combinatorial reasoning in seating","1. Permutation  
2. Combination  
3. Factorial  
4. Arrangement  
5. Distinguishable  
6. Indistinguishable  
7. Circular permutation  
8. Restriction  
9. Constraint  
10. Binomial coefficient  
11. Pigeonhole principle  
12. Enumeration  
13. Recursion  
14. Counting principles  
15. Principle of inclusion-exclusion"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","E","Use nCr/nPr notation","1. Factorial
2. Combination
3. Permutation
4. n (number of items)
5. r (number of items chosen)
6. nCr (combination notation)
7. nPr (permutation notation)
8. Binomial coefficient
9. Counting principle
10. Pascal's triangle"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","E","Apply to dealing cards or real scenarios","1. Deck
2. Shuffle
3. Hand
4. Cut
5. Deal
6. Player
7. Card ranks
8. Suits
9. Burn card
10. Turn
11. Flop
12. River
13. Pot
14. Action
15. Turn order
16. Community cards
17. Hold'em
18. Draw
19. Blinds
20. Ante"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","F","Explore Pascal’s triangle patterns","1. Binomial Coefficients  
2. Combinatorics  
3. Recursion  
4. Fibonacci Sequence  
5. Symmetry  
6. Polynomial Expansion  
7. Triangular Numbers  
8. Factorials  
9. Pascal's Identity  
10. Modulo Arithmetic"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","F","Solve constrained combinatorial tasks","1. Combinatorial optimization  
2. Constraints  
3. Feasible solution  
4. Objective function  
5. Solution space  
6. Integer programming  
7. Graph theory  
8. Search algorithms  
9. Heuristics  
10. Backtracking  
11. Dynamic programming  
12. Branch and bound  
13. NP-completeness  
14. Greedy algorithms  
15. Local search  
16. Constraint satisfaction problems (CSP)  
17. Complexity theory  
18. Enumeration  
19. Pareto optimality  
20. Decision variables"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","G","Inclusion-exclusion principle","1. Set
2. Union
3. Intersection
4. Complement
5. Cardinality
6. Subset
7. Venn diagram
8. Disjoint sets
9. Counting principles
10. Overlap"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","G","Use combinatorics in graph/network theory","1. Graph
2. Vertex (Node)
3. Edge
4. Degree
5. Path
6. Cycle
7. Connected Graph
8. Subgraph
9. Tree
10. Spanning Tree
11. Combinatorial Enumeration
12. Permutation
13. Combination
14. Bipartite Graph
15. Adjacency Matrix
16. Incidence Matrix
17. Isomorphism
18. Eulerian Path/Circuit
19. Hamiltonian Path/Circuit
20. Planar Graph
21. Network Flow
22. Bipartite Matching
23. Clique
24. Dominating Set
25. Graph Coloring"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","H","Advanced methods (generating functions)","1. Generating functions
2. Series expansion
3. Coefficients
4. Recurrence relations
5. Convolution
6. Asymptotic analysis
7. Exponential generating functions
8. Ordinary generating functions
9. Multivariate generating functions
10. Transform methods
11. Combinatorial interpretation
12. Formal power series
13. Single-variable functions
14. Product of generating functions
15. Symmetric functions"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","H","Combinatorial designs or coding theory","1. Block
2. Design
3. Balanced Incomplete Block Design (BIBD)
4. Frequency
5. Codeword
6. Hamming Code
7. Error-correcting Code
8. Generating Set
9. Polynomial Code
10. Linear Code
11. Nonlinear Code
12. Singleton Bound
13. Covering Radius
14. Weight Enumerating Function
15. Orthogonal Arrays
16. Latin Square
17. Finite Field
18. Projective Plane
19. Rounds and ID Codes
20. Alphabet"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","B","Identify repeating pattern (2,4,6)","- Pattern recognition
- Sequence
- Repetition
- Increment
- Series
- Arithmetic sequence
- Common difference
- Periodicity"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","B","Extend the sequence by 2 terms","1. Sequence
2. Term
3. Extend
4. Pattern
5. Arithmetic progression
6. Geometric progression
7. Recurrence relation
8. Index
9. Function
10. Convergence"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","C","Describe pattern rule (add 3)","1. Pattern
2. Rule
3. Sequence
4. Increment
5. Addition
6. Operation
7. Term
8. Arithmetic 
9. Progression
10. Function"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","C","Form a rule (start at 2, add 5)","1. Rule
2. Start
3. Add
4. Sequence
5. Increment
6. Value
7. Term
8. Position"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","D","Recognize arithmetic sequences","1. Arithmetic sequence  
2. Common difference  
3. Term  
4. Sequence  
5. Index  
6. Formula  
7. Linear function  
8. Series  
9. nth term  
10. Initial term"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","D","Find nth term of a geometric sequence","1. Geometric sequence  
2. Common ratio  
3. First term  
4. nth term  
5. Formula  
6. Exponent  
7. Term number  
8. Sequence  
9. Multiplicative pattern  
10. Recursive definition"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","E","Predict future terms or positions","1. Time series
2. Forecasting
3. Regression analysis
4. Machine learning
5. Model training
6. Overfitting
7. Underfitting
8. Cross-validation
9. Autocorrelation
10. Exponential smoothing
11. Moving average
12. Seasonal decomposition
13. Feature engineering
14. Lag variables
15. Prediction interval
16. Error metrics
17. Hyperparameter tuning
18. Statistical significance
19. ARIMA (AutoRegressive Integrated Moving Average)
20. Neural networks"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","E","Apply sequence patterns in real contexts","1. Sequence
2. Pattern recognition
3. Arithmetic sequence
4. Geometric sequence
5. Recursive formula
6. Explicit formula
7. Series
8. Terms
9. Common difference
10. Common ratio
11. Convergence
12. Divergence
13. Function
14. Domain
15. Range
16. Real-world application
17. Linear relationship
18. Quadratic sequence
19. Exponential growth
20. Rate of change"
