"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Größen und Messen","Berechnungen von Größen","G","Solve optimization of dimensions","1. Optimization  
2. Constraints  
3. Objective function  
4. Variables  
5. Feasible region  
6. Linear programming  
7. Non-linear programming  
8. Gradient  
9. Local minimum  
10. Global minimum  
11. Derivative  
12. Sensitivity analysis  
13. Lagrange multipliers  
14. Iterative methods  
15. Heuristic algorithms  
16. Genetic algorithms  
17. Simulated annealing  
18. Random search  
19. Multi-objective optimization  
20. Dimension reduction"
"Größen und Messen","Berechnungen von Größen","H","Use integrals for irregular volumes","1. Integral
2. Volume
3. Irregular shape
4. Limits of integration
5. Differential element
6. Double integral
7. Triple integral
8. Cartesian coordinates
9. Polar coordinates
10. Cylindrical coordinates
11. Spherical coordinates
12. Region of integration
13. Riemann sum
14. Area element
15. Jacobian determinant"
"Größen und Messen","Berechnungen von Größen","H","Apply advanced dimensional calculations","1. Dimension
2. Dimensional analysis
3. Units of measurement
4. Dimensional consistency
5. Base dimensions
6. Derived dimensions
7. Dimensional homogeneity
8. Dimensional formula
9. Physical quantities
10. Conversion factors
11. Scaling
12. Tensor
13. Coordinate system
14. Vector quantities
15. Scalar quantities"
"Größen und Messen","Größen in Sachzusammenhängen","B","Compare prices in €","1. Currency
2. Exchange rate
3. Conversion
4. Inflation
5. Price index
6. Cost of living
7. Buying power
8. Market price
9. Eurozone
10. Comparative pricing"
"Größen und Messen","Größen in Sachzusammenhängen","B","Discuss 5 min vs. 15 min","1. Time management  
2. Efficiency  
3. Prioritization  
4. Productivity  
5. Contextual relevance"
"Größen und Messen","Größen in Sachzusammenhängen","C","Plan a simple budget","1. Income  
2. Expenses  
3. Fixed Costs  
4. Variable Costs  
5. Savings  
6. Discretionary Spending  
7. Net Income  
8. Cash Flow  
9. Budget Surplus  
10. Budget Deficit  
11. Forecasting  
12. Allocation  
13. Financial Goals  
14. Emergency Fund  
15. Debt Management"
"Größen und Messen","Größen in Sachzusammenhängen","C","Estimate travel time (hours/minutes)","1. Distance
2. Speed
3. Velocity
4. Time
5. Average speed
6. Travel time formula
7. Conversion of units
8. Traffic conditions
9. Route optimization
10. Estimated time of arrival (ETA)"
"Größen und Messen","Größen in Sachzusammenhängen","D","Calculate total grocery cost","1. Unit price  
2. Quantity  
3. Total cost  
4. Sales tax  
5. Discount  
6. Subtotal  
7. Price per item  
8. Receipt  
9. Bulk pricing  
10. Inventory"
"Größen und Messen","Größen in Sachzusammenhängen","D","Convert time zones","1. Time Zone  
2. UTC (Coordinated Universal Time)  
3. GMT (Greenwich Mean Time)  
4. Offset  
5. Daylight Saving Time (DST)  
6. Local Time  
7. Conversion  
8. Time Difference  
9. Standard Time  
10. International Date Line"
"Größen und Messen","Größen in Sachzusammenhängen","E","Fuel cost per km or partial usage","1. Fuel cost
2. Distance
3. Kilometer (km)
4. Efficiency
5. Consumption rate
6. Partial usage
7. Fuel price
8. Variable cost
9. Trip segment
10. Mileage"
"Größen und Messen","Größen in Sachzusammenhängen","E","Scale a recipe for different portions","1. Ratio  
2. Proportion  
3. Scaling  
4. Conversion  
5. Measurement  
6. Ingredient  
7. Yield  
8. Serving size  
9. Multiplier  
10. Fraction  
11. Unit  
12. Batch  
13. Calculation  
14. Quantities  
15. Adjustment"
"Größen und Messen","Größen in Sachzusammenhängen","F","Use scale drawings or architectural plans","1. Scale
2. Legend/Key
3. Ratio
4. Dimension
5. Elevation
6. Floor plan
7. Section view
8. Orthographic projection
9. Isometric drawing
10. Cad (Computer-Aided Design)
11. Blueprint
12. Annotation
13. Scale factor
14. Area calculation
15. Site plan"
"Größen und Messen","Größen in Sachzusammenhängen","F","Solve tax or interest with unit conversions","1. Unit Conversion
2. Percentage
3. Principal
4. Interest Rate
5. Simple Interest
6. Compound Interest
7. Tax Rate
8. Effective Interest Rate
9. Gross Amount
10. Net Amount
11. Time Period
12. Fiscal Year
13. Annual Percentage Rate (APR)
14. Compounding Frequency
15. Taxable Income"
"Größen und Messen","Größen in Sachzusammenhängen","G","Analyze water/electric bills","1. Kilowatt-hour (kWh)
2. Gallon
3. Rate structure
4. Fixed charges
5. Variable charges
6. Consumption
7. Demand charges
8. Tiered pricing
9. Baseline allocation
10. Conservation
11. Utility provider
12. Meter reading
13. Bill cycle
14. Average usage
15. Total cost
16. Energy efficiency
17. Water pressure
18. Treatment costs
19. Infrastructure costs
20. Renewable energy credits"
"Größen und Messen","Größen in Sachzusammenhängen","G","Plan multi-step resource/time usage","1. Resource Allocation  
2. Time Management  
3. Task Prioritization  
4. Dependency Analysis  
5. Milestone  
6. Gantt Chart  
7. Critical Path  
8. Work Breakdown Structure (WBS)  
9. Duration Estimation  
10. Bottleneck  
11. Resource Leveling  
12. Optimization  
13. Forecasting  
14. Capacity Planning  
15. Agile Methodology"
"Größen und Messen","Größen in Sachzusammenhängen","H","Assess large-scale environmental data","1. Data acquisition  
2. Data preprocessing  
3. Data normalization  
4. Data visualization  
5. Remote sensing  
6. Geographic Information Systems (GIS)  
7. Statistical analysis  
8. Machine learning  
9. Big data  
10. Spatial analysis  
11. Metadata  
12. Time series analysis  
13. Environmental modeling  
14. Predictive analytics  
15. Data mining  
16. Sensor networks  
17. Climate modeling  
18. Data integration  
19. Pattern recognition  
20. Uncertainty quantification"
"Größen und Messen","Größen in Sachzusammenhängen","H","Use advanced modeling/simulation","1. Modeling
2. Simulation
3. Algorithm
4. Parameters
5. Variables
6. Data Structure
7. Stochastic Modeling
8. Deterministic Modeling
9. Computational Methods
10. Statistical Analysis
11. Finite Element Analysis (FEA)
12. Monte Carlo Simulation
13. Sensitivity Analysis
14. Validation
15. Verification
16. Optimization
17. Iteration
18. Discretization
19. Boundary Conditions
20. Resource Allocation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","B","Collect data on favorite fruits (tally)","1. Data Collection  
2. Tally  
3. Survey  
4. Frequency  
5. Sample Size  
6. Categorization  
7. Variable  
8. Observation  
9. Statistical Analysis  
10. Data Representation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","B","Make a bar chart of fruit counts","1. Bar chart  
2. Fruit counts  
3. Data visualization  
4. Axes  
5. Labels  
6. Categories  
7. Frequency  
8. Scale  
9. Dataset  
10. Plotting  
11. Tick marks  
12. Color coding  
13. Legend  
14. Title  
15. Statistics"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","C","Read values from a line graph","1. Axes  
2. Scale  
3. Data Points  
4. Interpolation  
5. Trend Line  
6. Slope  
7. Coordinate  
8. Legend  
9. Interval  
10. X-axis  
11. Y-axis  
12. Histogram  
13. Gridlines  
14. Outlier  
15. Maximum Value  
16. Minimum Value  
17. Range  
18. Time Series  
19. Annotation  
20. Visualization"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","C","Make a table from a short survey","1. Survey
2. Data Collection
3. Questionnaire
4. Respondents
5. Variables
6. Data Entry
7. Table Structure
8. Columns
9. Rows
10. Data Formatting
11. Descriptive Statistics
12. Data Analysis
13. Spreadsheet Software
14. Statistical Software
15. Visualization"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","D","Interpret data in a pie chart","1. Pie chart  
2. Data representation  
3. Slices  
4. Percentage  
5. Proportion  
6. Legend  
7. Category  
8. Total value  
9. Visual analysis  
10. Comparison"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","D","Organize data in a two-way table","1. Data
2. Two-way table
3. Variables
4. Categories
5. Frequency
6. Rows
7. Columns
8. Contingency table
9. Cross-tabulation
10. Marginal totals"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","E","Construct line graphs for time series","1. Time series
2. Line graph
3. Data points
4. X-axis
5. Y-axis
6. Scale
7. Interpolation
8. Trend
9. Interval
10. Axes labels
11. Legend
12. Smoothing
13. Outliers
14. Gridlines
15. Data visualization"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","E","Analyze misleading scales in graphs","1. Scale
2. Axis
3. Interval
4. Ratio
5. Proportionality
6. Data Visualization
7. Graph Misrepresentation
8. Distortion
9. Bar Graph
10. Line Graph
11. Pie Chart
12. Y-Axis
13. X-Axis
14. Histogram
15. Tick Marks
16. Origin Point
17. Slope
18. Trend Line
19. Sample Size
20. Relative Size"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","F","Use spreadsheets for visualization","1. Spreadsheet
2. Data visualization
3. Chart types
4. Graphs
5. Pivot tables
6. Data series
7. Axes
8. Labels
9. Legends
10. Formatting
11. Filtering
12. Functions
13. Formulas
14. Cell referencing
15. Conditional formatting
16. Trendlines
17. Dashboard
18. Aggregation
19. Data range
20. Importing/exporting data"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","F","Discuss sampling methods/bias","1. Population  
2. Sample  
3. Sampling method  
4. Random sampling  
5. Stratified sampling  
6. Systematic sampling  
7. Cluster sampling  
8. Convenience sampling  
9. Purposive sampling  
10. Bias  
11. Selection bias  
12. Non-response bias  
13. Sampling error  
14. Representativeness  
15. Probability sampling  
16. Non-probability sampling  
17. Oversampling  
18. Undersampling  
19. Quota sampling  
20. Multistage sampling"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","G","Make box plots or histograms","- Box plot
- Histogram
- Data distribution
- Outliers
- Quartiles
- Median
- Range
- Interquartile range (IQR)
- Frequency
- Bins
- Axes
- Scale
- Statistical summary
- Visualization
- Skewness
- Kurtosis"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","G","Interpret cumulative frequency graphs","1. Cumulative frequency
2. Frequency
3. Data set
4. Intervals
5. Class boundaries
6. Upper boundary
7. Lower boundary
8. Ogive
9. Median
10. Percentile
11. Quartiles
12. Distribution
13. Frequency table
14. X-axis
15. Y-axis
16. Scaling
17. Plotting points
18. Interpretation
19. Trend analysis
20. Outliers"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","H","Apply advanced stats (regression, tests)","1. Regression analysis  
2. Dependent variable  
3. Independent variable  
4. Coefficient  
5. Hypothesis testing  
6. p-value  
7. R-squared  
8. Residuals  
9. Confidence interval  
10. Multicollinearity  
11. ANOVA (Analysis of Variance)  
12. Logarithmic transformation  
13. Normality  
14. Homoscedasticity  
15. Outliers  
16. Error term  
17. Model specification  
18. Sample size  
19. Statistical significance  
20. Predictor variables"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten erheben darstellen und lesen","H","Evaluate reliability of large data sets","1. Data Integrity
2. Data Quality
3. Reliability Assessment
4. Statistical Analysis
5. Sampling
6. Outlier Detection
7. Consistency
8. Validity
9. Error Rate
10. Redundancy
11. Data Redundancy
12. Anomaly Detection
13. Confidence Interval
14. Data Governance
15. Data Validation
16. Replication
17. Fault Tolerance
18. Benchmarking
19. Data Auditing
20. Performance Metrics"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","B","Identify mode in a small data set","1. Mode  
2. Data set  
3. Frequency  
4. Value  
5. Statistical measure  
6. Occurrence  
7. Multi-modal  
8. Unimodal  
9. Data analysis  
10. Central tendency"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","B","Find largest/smallest in a chart","1. Data points  
2. Axes  
3. Coordinates  
4. Range  
5. Maximum  
6. Minimum  
7. Outliers  
8. Histogram  
9. Scatter plot  
10. Trendline"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","C","Compute mean of test scores","1. Mean
2. Test scores
3. Sum
4. Count
5. Average
6. Data set
7. Statistics
8. Division"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","C","Find the range (max-min)","1. Range  
2. Maximum  
3. Minimum  
4. Dataset  
5. Values  
6. Calculation  
7. Subtraction  
8. Quantitative  
9. Statistics  
10. Data analysis"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","D","Compare two sets by mean/range","1. Mean  
2. Range  
3. Set  
4. Data  
5. Average  
6. Variability  
7. Population  
8. Sample  
9. Central tendency  
10. Distribution  
11. Outlier  
12. Statistical significance  
13. Comparison  
14. Standard deviation  
15. Variance"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","D","Interpret the median in contexts","1. Median
2. Data set
3. Distribution
4. Central tendency
5. Quartiles
6. Outliers
7. Interval scale
8. Frequency
9. Skewness
10. Box plot"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","E","Explain outliers’ effect on mean/median","1. Outliers  
2. Mean  
3. Median  
4. Data distribution  
5. Skewness  
6. Robust statistics  
7. Descriptive statistics  
8. Variance  
9. Standard deviation  
10. Quartiles  
11. Interquartile range (IQR)  
12. Extreme values  
13. Trimming  
14. Winsorizing  
15. Central tendency"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","E","Use quartiles/box plots","1. Quartiles
2. Interquartile Range (IQR)
3. Median
4. Box Plot (Box-and-Whisker Plot)
5. Outliers
6. Whiskers
7. Lower Quartile (Q1)
8. Upper Quartile (Q3)
9. Five-Number Summary
10. Data Distribution"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","F","Construct & interpret box plots","1. Box plot
2. Median
3. Quartiles
4. Interquartile range (IQR)
5. Whiskers
6. Outliers
7. Data set
8. Minimum
9. Maximum
10. Five-number summary"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","F","Introduce standard deviation","1. Mean
2. Variance
3. Population
4. Sample
5. Distribution
6. Deviation
7. Square root
8. Statistical significance
9. Normal distribution
10. Outlier"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","G","Use z-scores or distribution overlap","1. Z-score  
2. Standard deviation  
3. Mean  
4. Normal distribution  
5. Probability density function  
6. Cumulative distribution function  
7. Standard normal distribution  
8. Area under the curve  
9. Confidence interval  
10. Statistical significance  
11. Hypothesis testing  
12. Effect size  
13. Sample size  
14. Distribution overlap  
15. Percentile"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","G","Analyze correlation vs. causation","1. Correlation  
2. Causation  
3. Variables  
4. Statistically significant  
5. Confounding variable  
6. Independent variable  
7. Dependent variable  
8. Regression analysis  
9. Biased samples  
10. Observer bias  
11. Longitudinal study  
12. Cross-sectional study  
13. Experimental design  
14. Control group  
15. Randomization  
16. P-value  
17. Toolkit  
18. Spurious correlation  
19. Null hypothesis  
20. Alternative hypothesis"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","H","Regression or hypothesis testing","1. Dependent variable  
2. Independent variable  
3. Hypothesis  
4. Null hypothesis  
5. Alternative hypothesis  
6. P-value  
7. Confidence interval  
8. R-squared  
9. Coefficient  
10. Residuals  
11. Standard error  
12. Significance level  
13. Correlation  
14. Multicollinearity  
15. Assumptions of regression  
16. Model fit  
17. Type I error  
18. Type II error  
19. Analysis of variance (ANOVA)  
20. t-test"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Daten vergleichen und auswerten","H","Confidence intervals/significance tests","1. Population
2. Sample
3. Parameter
4. Statistic
5. Confidence interval
6. Significance level (alpha)
7. Null hypothesis
8. Alternative hypothesis
9. P-value
10. Type I error
11. Type II error
12. Power of a test
13. Margin of error
14. Standard deviation
15. Standard error
16. T-distribution
17. Z-distribution
18. Sample size
19. Point estimate
20. Critical value"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","B","Discuss certain vs. impossible events","1. Certain Event
2. Impossible Event
3. Sample Space
4. Probability
5. Event
6. Outcome
7. Complementary Events
8. Independent Events
9. Dependent Events
10. Random Experiment
11. Universal Set
12. Subset
13. Mutually Exclusive Events
14. Venn Diagram
15. Probability Distribution"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","B","Rank events by likelihood","1. Probability  
2. Likelihood  
3. Ranking  
4. Event  
5. Statistics  
6. Descriptive statistics  
7. Inferential statistics  
8. Distribution  
9. Bayesian inference  
10. Hypothesis testing  
11. Confidence interval  
12. P-value  
13. Sample size  
14. Data analysis  
15. Risk assessment"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","C","Coin toss experiment","1. Probability
2. Experiment
3. Outcome
4. Sample Space
5. Event
6. Random Experiment
7. Fair Coin
8. Favorable Outcomes
9. Independent Events
10. Probability Distribution"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","C","Compare actual frequency to expected","1. Actual Frequency  
2. Expected Frequency  
3. Statistical Analysis  
4. Hypothesis Testing  
5. Chi-Square Test  
6. p-Value  
7. Null Hypothesis  
8. Alternative Hypothesis  
9. Sample Size  
10. Confidence Interval  
11. Distribution  
12. Observed Values  
13. Error Margin  
14. Significance Level  
15. Variance"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","D","Probability of rolling a 3 = 1/6","1. Probability  
2. Event  
3. Outcome  
4. Sample Space  
5. Favorable Outcomes  
6. Ratio  
7. Uniform Distribution  
8. Random Experiment"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","D","Express probability as fraction/decimal/%","1. Probability  
2. Event  
3. Sample space  
4. Outcome  
5. Favorable outcomes  
6. Ratio  
7. Fraction  
8. Decimal  
9. Percentage  
10. Random experiment  
11. Theoretical probability  
12. Empirical probability"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","E","Compare theoretical vs. experimental outcomes","1. Hypothesis  
2. Variables  
3. Control group  
4. Experimental group  
5. Data collection  
6. Measurement error  
7. Statistical significance  
8. Replication  
9. Bias  
10. Calibration  
11. Anomaly  
12. Precision  
13. Accuracy  
14. Model validation  
15. Systematic error  
16. Random error  
17. Confidence interval  
18. Sample size  
19. Data analysis  
20. Correlation"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","E","Use relative frequency in real contexts","1. Relative Frequency
2. Frequency
3. Probability
4. Sample Space
5. Event
6. Outcome
7. Statistical Analysis
8. Data Collection
9. Ratio
10. Percentages
11. Trials
12. Experiment 
13. Observational Study
14. Random Variable
15. Histogram
16. Survey
17. Variability
18. Distribution
19. Confidence Interval
20. Hypothesis Testing"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","F","Probability of combined events","1. Probability
2. Combined events
3. Independent events
4. Dependent events
5. Mutually exclusive events
6. Conditional probability
7. Joint probability
8. Union of events
9. Intersection of events
10. Complementary events
11. Combined probability
12. Sample space
13. Outcome
14. Event
15. Law of total probability"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","F","Analyze everyday chance statements","1. Probability
2. Randomness
3. Outcome
4. Event
5. Sample space
6. Likelihood
7. Odds
8. Complement
9. Independent events
10. Dependent events
11. Conditional probability
12. Joint probability
13. Frequency
14. Expected value
15. Law of large numbers
16. Bayes' theorem
17. Discrete probability
18. Continuous probability
19. Risk assessment
20. Statistical significance"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","G","Apply addition/multiplication rules","1. Addition
2. Multiplication
3. Operands
4. Operators
5. Commutative Property
6. Associative Property
7. Distributive Property
8. Summation
9. Product
10. Like Terms
11. Order of Operations
12. Algebraic Expressions"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","G","Use tree diagrams/binomial distributions","1. Tree Diagram
2. Binomial Distribution
3. Probability
4. Trial
5. Outcome
6. Success
7. Failure
8. Independent Events
9. Number of Trials (n)
10. Probability of Success (p)
11. Probability of Failure (q)
12. Combination (nCr)
13. Expected Value
14. Variance
15. Cumulative Probability
16. Sample Space"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","H","Continuous distributions/advanced models","1. Probability Density Function (PDF)
2. Cumulative Distribution Function (CDF)
3. Mean
4. Variance
5. Standard Deviation
6. Skewness
7. Kurtosis
8. Moment Generating Function
9. Population vs. Sample
10. Confidence Interval
11. Hypothesis Testing
12. Maximum Likelihood Estimation (MLE)
13. Bayesian Inference
14. Random Variable
15. Parametric vs. Non-Parametric Models
16. Uniform Distribution
17. Normal Distribution
18. Exponential Distribution
19. Log-Normal Distribution
20. Chi-Squared Distribution
21. Central Limit Theorem
22. Transformation of Variables
23. Correlation
24. Regression Analysis
25. Multivariate Distributions"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Wahrscheinlichkeiten verstehen","H","Evaluate probability in finance or science","1. Probability Distribution  
2. Random Variable  
3. Expected Value  
4. Variance  
5. Standard Deviation  
6. Normal Distribution  
7. Chi-Squared Distribution  
8. Binomial Distribution  
9. Poisson Distribution  
10. Central Limit Theorem  
11. Conditional Probability  
12. Independence  
13. Bayesian Probability  
14. Hypothesis Testing  
15. P-value  
16. Confidence Interval  
17. Regression Analysis  
18. Monte Carlo Simulation  
19. Risk Assessment  
20. Forecasting"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","B","Arrange 3 objects in order","1. Permutation  
2. Factorial  
3. Arrangement  
4. Combinatorics  
5. Sequence  
6. Order  
7. Distinct objects  
8. Iteration  
9. Counting principle  
10. Set"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","B","List pairs from 4 items","1. Combinations  
2. Permutations  
3. Set  
4. Pair  
5. Factorial  
6. Mathematical notation  
7. Subset  
8. N choose k  
9. Enumeration  
10. Cartesian product"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","C","Use fundamental counting principle","1. Fundamental Counting Principle
2. Outcome
3. Event
4. Sample Space
5. Combinations
6. Permutations
7. Independent Events
8. Dependent Events
9. Counting Rules
10. Factorial"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","C","Draw a tree diagram (2 coin flips)","- Tree Diagram
- Node
- Branch
- Outcome
- Probability
- Sample Space
- Event"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","D","Calculate small permutations/combos","1. Permutation  
2. Combination  
3. Factorial  
4. Binomial coefficient  
5. Distinct elements  
6. Order  
7. Selection  
8. Arrangement  
9. Counting principle  
10. Subset"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","D","Apply combinatorial reasoning in seating","1. Permutation
2. Combination
3. Factorial
4. Arrangement
5. Seating arrangement
6. Distinguishable
7. Indistinguishable
8. Circular permutation
9. Constraints
10. Enumeration
11. Combinatorial object
12. Counting principle
13. Set theory
14. Multiset
15. Bipartite graph"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","E","Use nCr/nPr notation","1. Combination
2. Permutation
3. Factorial
4. n (total items)
5. r (items chosen)
6. nCr (combination formula)
7. nPr (permutation formula)
8. Binomial coefficient
9. Arrangement
10. Selection"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","E","Apply to dealing cards or real scenarios","1. Algorithm  
2. Randomization  
3. Probability  
4. Permutation  
5. Combinatorics  
6. Deck  
7. Shuffle  
8. Hand  
9. Distribution  
10. Card Value  
11. Suit  
12. Player  
13. Turn  
14. Event  
15. Outcome"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","F","Explore Pascal’s triangle patterns","1. Binomial coefficients  
2. Combinations  
3. Factorials  
4. Recursion  
5. Symmetry  
6. Theorem  
7. Row  
8. Column  
9. Pascal's identity  
10. Addition  
11. Modulo  
12. Triangular numbers  
13. Polynomial expansion  
14. Sequences  
15. Infinite series"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","F","Solve constrained combinatorial tasks","1. Combinatorial optimization
2. Constraints
3. Solution space
4. Feasible region
5. Objective function
6. Decision variables
7. Integer programming
8. Linear programming
9. Branch and bound
10. Greedy algorithms
11. Dynamic programming
12. Heuristic methods
13. NP-hard
14. Backtracking
15. Search algorithms
16. Enumeration
17. Feasibility
18. Local search
19. Multi-criteria optimization
20. Pareto efficiency"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","G","Inclusion-exclusion principle","1. Sets  
2. Union  
3. Intersection  
4. Complement  
5. Cardinality  
6. Overlap  
7. Disjoint  
8. Venn Diagram  
9. Counting  
10. Permutation  
11. Combination  
12. Principle of Inclusion-Exclusion  
13. Multiset  
14. Partitioning  
15. Events"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","G","Use combinatorics in graph/network theory","1. Graph
2. Vertex (or Node)
3. Edge
4. Degree
5. Path
6. Cycle
7. Connected Graph
8. Tree
9. Subgraph
10. Bipartite Graph
11. Isomorphism
12. Adjacency Matrix
13. Adjacency List
14. Eulerian Path/Circuit
15. Hamiltonian Path/Circuit
16. Chromatic Number
17. Planarity
18. Network Flow
19. Combinatorial Enumeration
20. Permutations
21. Combinations
22. Factorial
23. Binomial Coefficient
24. Stirling Numbers
25. Pigeonhole Principle"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","H","Advanced methods (generating functions)","1. Generating Functions  
2. Ordinary Generating Function  
3. Exponential Generating Function  
4. Formal Power Series  
5. Coefficient Extraction  
6. Sequence  
7. Recurrence Relation  
8. Convolution  
9. Asymptotic Analysis  
10. Transforms  
11. Binomial Coefficient  
12. Partition Function  
13. Zeta Function  
14. Multinomial Expansion  
15. Probability Generating Function  
16. Root Finding  
17. Series Expansion"
"Daten Häufigkeiten und Wahrscheinlichkeiten","Kombinatorik","H","Combinatorial designs or coding theory","1. Block Design  
2. Latin Square  
3. Balanced Incomplete Block Design (BIBD)  
4. Finite Projective Plane  
5. Incidence Matrix  
6. Orthogonal Arrays  
7. Error-Correcting Code  
8. Hamming Code  
9. Codespace  
10. Singleton Bound  
11. Weight Distribution  
12. Generator Matrix  
13. Parity Check Matrix  
14. Decoding Algorithm  
15. Linear Code  
16. Nonlinear Code  
17. Q-ary Code  
18. Reed-Solomon Code  
19. Maximum Likelihood Decoding  
20. Burst Error Detection"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","B","Identify repeating pattern (2,4,6)","1. Sequence  
2. Pattern  
3. Repetition  
4. Cycle  
5. Arithmetic progression  
6. Term  
7. Frequency  
8. Periodicity  
9. Interval  
10. Observation"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","B","Extend the sequence by 2 terms","1. Sequence
2. Terms
3. Extension
4. Pattern
5. Arithmetic progression
6. Geometric progression
7. Recurrence relation
8. Formula
9. Index
10. Finite sequence"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","C","Describe pattern rule (add 3)","1. Pattern
2. Rule
3. Sequence
4. Increment
5. Arithmetic progression
6. Variable
7. Term
8. Function
9. Series
10. Algorithm"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","C","Form a rule (start at 2, add 5)","1. Rule  
2. Start  
3. Add  
4. Increment  
5. Sequence"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","D","Recognize arithmetic sequences","1. Arithmetic Sequence
2. Common Difference
3. Term
4. First Term
5. nth Term
6. Formula
7. Linear Function
8. Sequence Notation
9. Function Definition"
"Funktionale Zusammenhänge (Muster und Strukturen)","Muster und Strukturen erkennen","D","Find nth term of a geometric sequence","1. Geometric sequence  
2. Common ratio  
3. First term  
4. nth term  
5. Formula  
6. Exponentiation  
7. Sequence notation  
8. Recursive formula  
9. Explicit formula"
