"Topic Area","Topic","Progress Level","Exercise","Technical Terms"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","After collecting data on their preferred mode of transportation 25 students reported: Bus (8) Car (10) Bicycle (4) and Walking (3); organize this data into a frequency table and determine which mode is most popular.","- Häufigkeit
- Tabelle
- Datenorganisation
- Modus
- Befragung
- Kategorie
- Summation
- Prozentanteil
- Diagramm
- Datenauswertung"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","In a survey 20 students were asked how many books they read last month resulting in the following counts: 0 books (5) 1 book (8) 2 books (4) and 3 books (3); present these data in a frequency table and explain what the table indicates about reading habits.","1. Häufigkeit
2. Frequenz
3. Daten
4. Umfrage
5. Stichprobe
6. Buch
7. Leseverhalten
8. Klassenintervall
9. absolute Häufigkeit
10. relative Häufigkeit"
"Data; frequencies and probabilities","Collecting presenting and reading data","G","Analyze the given stem-and-leaf plot representing the ages of students in a class to determine the mean age.","1. Stamm-Blatt-Diagramm  
2. Alter  
3. Durchschnitt  
4. Häufigkeit  
5. Datenpunkte  
6. Summenbildung  
7. Verteilung  
8. Median  
9. Modus  
10. Skala"
"Data; frequencies and probabilities","Collecting presenting and reading data","G","From the stem-and-leaf plot that displays the scores of students on a math test find the median score.","1. Stängel-und-Blatt-Diagramm
2. Mediane
3. Daten
4. Werte
5. Verteilung
6. Quantile
7. Ordnung
8. Häufigkeit
9. Intervall
10. Stichprobe"
"Data; frequencies and probabilities","Collecting presenting and reading data","G","Using the stem-and-leaf plot showing the number of books read by different students identify the mode of the dataset.","1. Stängel- und Blatttabelle
2. Datensatz
3. Modus
4. Häufigkeit
5. Abschnitt
6. Zweistellig
7. Verteilung
8. Klassenintervall
9. Zählung
10. Grafik"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","Design a survey to find out your classmates' favorite fruit collect the data and create a bar graph to display the results.","1. Umfrage  
2. Datensammlung  
3. Datenanalyse  
4. Häufigkeit  
5. Balkendiagramm  
6. Grafikdesign  
7. Ergebnisdarstellung  
8. Stichprobe  
9. Kategorien  
10. Dateninterpretation"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","Conduct a survey asking 10 friends about the number of hours they spend on homework each week then represent the findings with a bar graph.","1. Umfrage  
2. Daten sammeln  
3. Stichprobe  
4. Häufigkeit  
5. Balkendiagramm  
6. Achsen  
7. Skala  
8. Kategorisch  
9. Ergebnisdarstellung  
10. Analyse"
"Data; frequencies and probabilities","Collecting presenting and reading data","E","Gather data on your family’s preferred modes of transportation (car bike walking or public transport) and create a bar graph to visually present the frequency of each choice.","1. Datensammlung  
2. Befragung  
3. Modus der Fortbewegung  
4. Häufigkeit  
5. Balkendiagramm  
6. Diagrammtyp  
7. Achsenbeschriftung  
8. Datenvisualisierung  
9. Kategorische Daten  
10. Statistische Analyse"
"Data; frequencies and probabilities","Comparing and evaluating data","C","Look at the bar chart showing the number of pets owned by different families; which type of pet has the most owners?","1. Balkendiagramm  
2. Häufigkeit  
3. Tierart  
4. Besitzer  
5. Familien  
6. Datenanalyse  
7. Vergleichen  
8. Statistik  
9. Achse  
10. Legende"
"Data; frequencies and probabilities","Comparing and evaluating data","C","In the school survey results shown in the bar chart identify which snack was chosen by the highest number of students.","1. Umfrage  
2. Ergebnisse  
3. Balkendiagramm  
4. Snack  
5. Schüler  
6. Anzahl  
7. Höchstzahl  
8. Auswahl  
9. Kategorisierung  
10. Vergleich"
"Data; frequencies and probabilities","Comparing and evaluating data","C","Examine the bar chart of favorite fruits in your class; what is the fruit with the greatest number of votes?","1. Säulendiagramm  
2. Lieblingsfrüchte  
3. Anzahl der Stimmen  
4. Häufigkeit  
5. Kategorien  
6. Datenanalyse  
7. Vergleich  
8. Diagramm  
9. Achsenbeschriftung  
10. Median"
"Data; frequencies and probabilities","Comparing and evaluating data","G","A group of friends recorded the number of books they read in a month: 3 5 2 8 and 4; calculate the mean and median number of books read.","- Mittelwert
- Median
- Daten
- Statistik
- Summe
- Häufigkeit
- Anordnung
- Quartile
- Durchschnitt"
"Data; frequencies and probabilities","Comparing and evaluating data","G","A survey was conducted and the ages of participants were recorded as: 22 25 19 30 28 and 24; find the mean and median age of the participants.","1. Mittelwert
2. Median
3. Stichprobe
4. Altersgruppe
5. Daten
6. Statistische Analyse
7. Rangfolge
8. Durchschnitt
9. Summation
10. Häufigkeit"
"Data; frequencies and probabilities","Comparing and evaluating data","G","In a classroom students scored the following on a recent quiz: 78 85 92 67 88 and 75; determine the mean and median quiz scores.","- Mittelwert
- Median
- Daten
- Sortierung
- Summation
- Häufigkeit
- Durschnitt
- Quartile
- Streuung
- Statistik"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Evaluate the given histogram showing the number of books read by students in a month and determine which student category has the highest frequency.","1. Histogram
2. Frequenz
3. Kategorie
4. Datenpunkte
5. Achsenbeschriftung
6. Intervalle
7. Mittelwert
8. Maximum
9. Minimum
10. Verteilung"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Analyze the histogram that represents daily temperatures over a month and discuss whether the data appears to show a consistent pattern or significant fluctuations.","1. Histogram
2. Temperatur
3. Durchschnittstemperatur
4. Schwankungen
5. Verteilung
6. Konsistenz
7. Extremwerte
8. Median
9. Modus
10. Standardabweichung
11. Trend
12. Zeitraum
13. Quartile
14. Skala
15. Datenpunkte
16. Frequenz
17. Analyse
18. Variabilität
19. Korrelation
20. Zeitreihe"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Using the histogram of pets owned by families in your neighborhood compare the frequency of dogs to the frequency of cats and interpret what this might say about pet ownership trends.","1. Histogram  
2. Frequenz  
3. Pet-Besitz  
4. Katzen  
5. Hunde  
6. Vergleich  
7. Datenanalyse  
8. Interpolation  
9. Trend  
10. Population"
"Data; frequencies and probabilities","Comparing and evaluating data","C","What was the highest temperature recorded in the week shown on the line graph?","1. Temperatur
2. Höchsttemperatur
3. Zeitachse
4. Datenpunkt
5. Liniendiagramm
6. Achsenbeschriftung
7. Diagrammskala
8. Erhebungszeitraum
9. Grapheninterpretation
10. Trendanalyse"
"Data; frequencies and probabilities","Comparing and evaluating data","C","How many days had a temperature higher than 70°F according to the line graph?","1. Temperatur
2. Höchsttemperatur
3. Liniendiagramm
4. Diagrammachse
5. Messwerte
6. Zeitachse
7. Datenanalyse
8. Schwelle
9. Tagesanzahl
10. Vergleich"
"Data; frequencies and probabilities","Comparing and evaluating data","C","Calculate the average temperature for the week based on the information displayed in the line graph.","1. Durchschnittstemperatur  
2. Woche  
3. Liniendiagramm  
4. Datenpunkte  
5. Achse  
6. Skala  
7. Intervall  
8. Temperatur  
9. Summe  
10. Anzahl"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Analyze the monthly bar graph of ice cream sales to determine which flavor had the highest sales in summer and by how much compared to the other flavors.","1. Balkengrafik  
2. Eiskreationen  
3. Monatliche Verkäufe  
4. Sommer (Jahreszeit)  
5. Verkaufszahlen  
6. Vergleich  
7. Höchster Umsatz  
8. Flavours (Geschmäcker)  
9. Datenauswertung  
10. Trendanalyse"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Compare the monthly sales of two different brands of sneakers shown in the bar graph and calculate the percentage increase in sales for the brand with the higher total.","- Balkendiagramm
- Monatliche Verkaufszahlen
- Marken
- Prozentuale Steigerung
- Gesamtverkauf
- Vergleich
- Datenanalyse
- Diagramminterpretation
- Differenz
- Prozentsatz"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Using the bar graph displaying monthly rainfall data identify the month with the least rainfall and explain how it compares to the month with the highest rainfall in terms of the difference in inches.","1. Säule (Bar)
2. Diagramm (Graph)
3. monatlich (Monthly)
4. Niederschlag (Rainfall)
5. Daten (Data)
6. Vergleich (Comparison)
7. Unterschied (Difference)
8. Zoll (Inches)
9. Höhe (Height)
10. Minimum (Least)
11. Maximum (Highest)"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Analyze the given histogram to determine whether the data is positively skewed negatively skewed or symmetric and explain your reasoning.","1. Histogram  
2. Schiefe  
3. Positiv schief  
4. Negativ schief  
5. Symmetrisch  
6. Datenverteilung  
7. Modus  
8. Median  
9. Mittelwert  
10. Quartile"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Calculate the mean and median of the data represented in the histogram and discuss which measure of central tendency better represents the dataset.","1. Histogram  
2. Daten  
3. Mittelwert  
4. Median  
5. Maß der zentralen Tendenz  
6. Verteilung  
7. Extremwerte  
8. Kompaktheit  
9. Symmetrie  
10. Schiefe"
"Data; frequencies and probabilities","Comparing and evaluating data","F","Using the histogram provided identify the mode of the data and evaluate what this indicates about the most frequent occurrence in the dataset.","1. Histogram
2. Modalwert
3. Häufigkeit
4. Datenmenge
5. Verteilung
6. Statistische Analyse
7. Wertebereich
8. Klassenbreite
9. Extremwerte
10. Datenintervall"
"Data; frequencies and probabilities","Understanding probabilities","D","A bag contains 5 red balls 3 blue balls and 2 green balls; what is the probability of randomly drawing a blue ball?","1. Wahrscheinlichkeit  
2. Zufallsexperiment  
3. Ergebnis  
4. Ereignis  
5. Gesamtanzahl  
6. günstige Ergebnisse  
7. kombinatorische Wahrscheinlichkeit  
8. Verhältnis  
9. Ereignisraum  
10. Wahrscheinlichkeitstheorie"
"Data; frequencies and probabilities","Understanding probabilities","D","If a bag holds 4 yellow balls 6 orange balls and 10 purple balls what is the probability of picking a yellow ball from the bag?","- Wahrscheinlichkeit
- Ereignis
- Gesamte Anzahl
- Günstige Anzahl
- Zufallsexperiment
- Stichprobe"
"Data; frequencies and probabilities","Understanding probabilities","D","In a bag with 8 black balls 7 white balls and 5 pink balls what fraction represents the probability of selecting a pink ball at random?","- Wahrscheinlichkeit
- Zufallsexperiment
- Ereignis
- Gesamte Anzahl
- Günstige Anzahl
- Bruch
- Wahrscheinlichkeitstheorie"
"Data; frequencies and probabilities","Understanding probabilities","H","A basketball player has a 70% free throw success rate and a 60% three-point success rate; what is the probability that he makes both a free throw and a three-pointer in the same game?","1. Wahrscheinlichkeit  
2. Erfolgsquote  
3. Unabhängige Ereignisse  
4. Kombinierte Wahrscheinlichkeit  
5. Bedingte Wahrscheinlichkeit  
6. Multiplikationsregel  
7. Zufallsvariablen  
8. Ereignisraum  
9. Komplementäre Ereignisse  
10. Statistische Unabhängigkeit"
"Data; frequencies and probabilities","Understanding probabilities","H","A factory produces light bulbs with a 90% quality rate and batteries with an 85% quality rate; if a light bulb and a battery are chosen at random what is the probability that both are of good quality?","- Wahrscheinlichkeit
- Qualität
- Zufallswahl
- Ereignis
- Unabhängige Ereignisse
- Produktregel
- Komplementärereignis"
"Data; frequencies and probabilities","Understanding probabilities","H","In a game of flipping a coin and rolling a die what is the probability of flipping heads and rolling a four?","1. Wahrscheinlichkeit
2. Münzwurf
3. Kopf
4. Würfeln
5. Sechsseitiger Würfel
6. Ereignis
7. Unabhängige Ereignisse
8. Gesamtwahrscheinlichkeit
9. Bedingte Wahrscheinlichkeit
10. Kombinatorik"
"Data; frequencies and probabilities","Understanding probabilities","D","A spinner is divided into 4 equal sections: red blue green and yellow; what is the probability of spinning and landing on blue?","- Wahrscheinlichkeit
- Spinner
- Gleiche Abschnitte
- Ereignis
- Zufallsexperiment
- Ergebnisraum
- Anteile"
"Data; frequencies and probabilities","Understanding probabilities","D","If a spinner has sections of orange pink and purple each colored section is the same size; what fraction represents the probability of landing on pink?","- Spinner  
- Abschnitte  
- Wahrscheinlichkeit  
- Bruch  
- Gleiche Größe  
- Zufall  
- Ereignis  
- Gesamtheit  
- Favorable Ereignis"
"Data; frequencies and probabilities","Understanding probabilities","D","A spinner shows 3 colors: red (2 sections) green (1 section) and blue (1 section); what is the probability of landing on red when the spinner is spun?","1. Wahrscheinlichkeit  
2. Spinner  
3. Farben  
4. Abschnitte  
5. Ereignis  
6. Gesamtzahl  
7. Günstige Ergebnisse  
8. Verhältnis"
"Data; frequencies and probabilities","Understanding probabilities","H","If you draw two cards consecutively from a standard 52-card deck what is the probability of both cards being hearts?","1. Wahrscheinlichkeit
2. Kartenspiel
3. Kombination
4. Unabhängige Ereignisse
5. Bedingte Wahrscheinlichkeit
6. Ziehen ohne Zurücklegen
7. Gesamte Ergebnisse
8. Erfolgreiche Ergebnisse"
"Data; frequencies and probabilities","Understanding probabilities","H","What is the likelihood that you will draw an Ace followed by a King when drawing two cards in succession from a standard deck of playing cards?","1. Wahrscheinlichkeit  
2. Ziehen  
3. Karten  
4. Standarddeck  
5. Kombination  
6. Ereignis  
7. Unabhängigkeit  
8. Wahrscheinlichkeitstheorie  
9. Permutation  
10. Bedingte Wahrscheinlichkeit"
"Data; frequencies and probabilities","Understanding probabilities","H","Calculate the probability of drawing two specific cards a Queen of Spades and a Jack of Hearts one after the other from a full deck without replacement.","1. Wahrscheinlichkeit
2. Ziehen
3. Karten
4. Vollständiges Deck
5. Ohne Zurücklegen
6. Ereignis
7. Bedingte Wahrscheinlichkeit
8. Kombinatorik
9. Gesamtanzahl der Möglichkeiten
10. spezifische Karten"
"Data; frequencies and probabilities","Combinatorics","E","How many different ways can you arrange three books on a shelf if you have a mystery novel a science fiction book and a biography?","1. Permutation  
2. Anordnung  
3. Kombination  
4. Fakultät  
5. Variationen  
6. Menge  
7. Objekte  
8. Anordnungsgesetz  
9. Prinzip der Multiplikation  
10. Symmetrie"
"Data; frequencies and probabilities","Combinatorics","E","If you have three different desserts—cake pie and ice cream—how many unique orders can you serve them at a party?","1. Permutation  
2. Kombination  
3. Anordnung  
4. Fakultät  
5. Kombinatorik  
6. Reihenfolge  
7. Unterscheidung  
8. Gleichheit  
9. Menge  
10. Auswahl"
"Data; frequencies and probabilities","Combinatorics","E","In a race with three athletes—Alex Bella and Charlie—how many different finishing orders are possible?","1. Permutation  
2. Anordnung  
3. Athlet  
4. Ergebnis  
5. Kombinatorik  
6. Faktorial  
7. Reihenfolge  
8. Möglichkeit  
9. Wettkampf  
10. Auswahl"
"Data; frequencies and probabilities","Combinatorics","D","If you flip two coins at the same time list all the possible outcomes and count how many there are.","1. Ergebnisraum  
2. Zufallsexperiment  
3. Ereignis  
4. Kombination  
5. Permutation  
6. Wahrscheinlichkeitsrechnung  
7. Unabhängige Ereignisse  
8. Fakultät  
9. Multiplizieren  
10. Addieren"
"Data; frequencies and probabilities","Combinatorics","D","Imagine you are tossing two coins for a game; write down every combination of heads (H) and tails (T) that could happen then find the total number of combinations.","1. Kombinationen  
2. Münze  
3. Kopf (H)  
4. Zahl (T)  
5. Ergebnis  
6. Wahrscheinlichkeit  
7. Unabhängige Ereignisse  
8. Gesamtanzahl  
9. Aufzählung  
10. Binäre Ergebnisse"
"Data; frequencies and probabilities","Combinatorics","D","You and a friend are flipping two coins together; describe all the different results that could appear and calculate the total number of results.","1. Ergebnis (Outcome)
2. Wahrscheinlichkeit (Probability)
3. Kombination (Combination)
4. Unabhängige Ereignisse (Independent Events)
5. Ergebnismenge (Sample Space)
6. Anordnung (Arrangement) 
7. Permutation (Permutation)
8. Zufallsversuch (Random Experiment)
9. Multiplizieren der Wahrscheinlichkeiten (Multiplication of Probabilities)
10. Binomialverteilung (Binomial Distribution)"
"Data; frequencies and probabilities","Combinatorics","D","If there are 5 different fruits in a basket how many ways can you choose 2 fruits to make a fruit salad?","1. Kombinatorik  
2. Kombination  
3. Permutation  
4. Fakultät  
5. Auswahl  
6. Auswahlordnung  
7. Mengenlehre  
8. Binomialkoeffizient"
"Data; frequencies and probabilities","Combinatorics","D","A class of 5 students needs to select 2 representatives for a project; how many combinations of students can be chosen?","1. Kombinationen  
2. Kombinatorik  
3. Auswahl  
4. Fakultät  
5. Binomialkoeffizient"
"Data; frequencies and probabilities","Combinatorics","D","In a game a player can pick 2 out of 5 colored marbles; how many different pairs of marbles can they select?","- Kombination
- Auswahl
- Permutation
- Fakultät
- Grundregel der Kombinationen
- Kombinatorik"
"Functional relationships (patterns and structures)","Other functional relationships","F","A bacteria culture doubles in size every hour; if it starts with 500 bacteria how many will there be after 4 hours?","1. Bakterienkultur  
2. Verdopplung  
3. Größe  
4. Stunde  
5. Startmenge  
6. Zeit  
7. Exponentielles Wachstum"
"Functional relationships (patterns and structures)","Other functional relationships","F","A car's value depreciates by 15% each year; if the car is currently worth $20000 what will its value be after 3 years?","1. Abwertung
2. Prozentsatz
3. Wert
4. Jahr
5. Formel
6. Kapitalwertung
7. Dekrement
8. Zeitspanne"
"Functional relationships (patterns and structures)","Other functional relationships","F","A tree grows 2 inches in the first year 4 inches in the second year and 8 inches in the third year; predict the growth for the fourth year based on this pattern.","1. Wachstum (growth)
2. Baum (tree)
3. Jahr (year)
4. Muster (pattern)
5. Vorhersage (prediction)
6. Inkrement (increment)
7. Serie (series)
8. Exponentialwachstum (exponential growth)"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Draw the next two shapes in this pattern: circle square circle square __ __.","1. Muster
2. Form
3. Geometrische Formen
4. Reihenfolge
5. Wiederholung
6. Sequenz
7. Symmetrie
8. Abstraktion"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Color the missing shapes in the following pattern: triangle triangle circle triangle triangle __ __.","1. Muster
2. Form
3. Farbe
4. Lücke
5. Wiederholung
6. Sequenz
7. Identifikation
8. Anordnung"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Look at the pattern of stars and hearts: ★ ♥ ★ ♥ ★. What shape comes next?","1. Muster
2. Form
3. Folge
4. Sequenz
5. Symbol
6. Wiederholung
7. Vorhersage
8. Abbildung"
"Functional relationships (patterns and structures)","Assignments and proportionality","C","Draw two sets of fruits that show the ratio of 3 apples to 2 oranges and then create a visual representation of the equivalent ratio of 6 apples to 4 oranges.","1. Verhältnis
2. Äpfel
3. Orangen
4. Grafische Darstellung
5. Darstellung
6. Äquivalentes Verhältnis
7. Mengen
8. Satz (im mathematischen Kontext)
9. Verhältnisnotation
10. Skala"
"Functional relationships (patterns and structures)","Assignments and proportionality","C","If Jamie can read 4 books in 2 weeks create a bar graph to show how many books she would read in 6 weeks using equivalent ratios.","1. Verhältnis
2. Äquivalente Verhältnisse
3. Balkendiagramm
4. Einheit
5. Maßstab
6. Grafik
7. Datenvisualisierung
8. Achsenbeschriftung
9. Intervall
10. Legende"
"Functional relationships (patterns and structures)","Assignments and proportionality","C","Using colored blocks build a model that represents the ratio of 5 blue blocks to 3 yellow blocks and then find and illustrate at least one equivalent ratio.","1. Verhältnis
2. Äquivalentes Verhältnis
3. Block
4. Modell
5. Farbe
6. Ratio
7. Zählung
8. Proportion
9. Darstellung
10. Vergleich"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","Create a table of values for the linear function y = 2x + 3 then plot the points on a graph and describe the slope.","1. lineare Funktion  
2. Werte-Tabelle  
3. x-Werte  
4. y-Werte  
5. Achsen  
6. graphische Darstellung  
7. Punkte  
8. Steigung  
9. y-Abschnitt  
10. Koordinatensystem"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","A local gym charges a one-time registration fee of $20 and $10 per month; write the equation for the total cost (C) as a function of months (m) make a table of values and graph the function.","1. Funktion
2. Gesamtkosten
3. Registrierungsgebühr
4. monatliche Gebühren
5. Unabhängige Variable
6. Abhängige Variable
7. Tabelle
8. Graph
9. lineare Gleichung
10. Wertebereich
11. Definitionsbereich"
"Functional relationships (patterns and structures)","Linear and other simple functions","D","If a bike rental shop charges $5 for the first hour and $2 for each additional hour find the linear function that represents the cost (C) based on hours (h) plot it and explain the meaning of the slope.","1. Lineare Funktion
2. Kosten (C)
3. Stunden (h)
4. Steigung
5. y-Achse
6. x-Achse
7. Graph
8. Achsenabschnitt
9. Koeffizienten
10. Veränderung"
"Functional relationships (patterns and structures)","Equations and algebra","E","A video game designer has 45 points; if he earns 12 more points how many points did he start with? Solve for x in the equation x + 12 = 45.","1. Gleichung  
2. Variable  
3. Unbekannte  
4. Addition  
5. Subtraktion  
6. Lösung  
7. Punkte  
8. Ausgangswert  
9. Ergebnis  
10. mathematische Operation"
"Functional relationships (patterns and structures)","Equations and algebra","E","Maria is saving for a new bike that costs $250; if she currently has $75 how much more money does she need to save? Solve for x in the equation x + 75 = 250.","1. Gleichung
2. Unbekannte
3. Summand
4. Ergebnis
5. Budget
6. Einsparungen
7. Betrag
8. Kosten
9. Addition
10. Subtraktion"
"Functional relationships (patterns and structures)","Equations and algebra","E","The temperature outside is 20 degrees Celsius; if it increases by 15 degrees what will the new temperature be? Solve for x in the equation x - 15 = 20.","1. Temperatur  
2. Grad Celsius  
3. Erhöhung  
4. Neuen Temperatur  
5. Gleichung  
6. Lösen  
7. Variable  
8. Subtraktion  
9. Addition  
10. Ergebnis"
"Functional relationships (patterns and structures)","Other functional relationships","F","What is the next term in the sequence 3 7 13 21 and explain the pattern?","1. Folge
2. Muster
3. Differenz
4. Regelmäßigkeit
5. Sequenz
6. Progression
7. Arithmetische Operation
8. Fortsetzung"
"Functional relationships (patterns and structures)","Other functional relationships","F","If a savings account starts with $100 and increases by $15 each month what will be the balance after the 6th month?","- Sparbuch
- Kontostand
- Zuwachs
- Monat
- Zeitraum
- Addition
- Endbetrag
- Anfangsbetrag
- Gleichung"
"Functional relationships (patterns and structures)","Other functional relationships","F","Analyze the sequence of triangular numbers: 1 3 6 10 and determine the next number in the sequence.","1. Dreieckszahl  
2. Folge  
3. Summation  
4. Formel  
5. n-te Dreieckszahl  
6. Rekursion  
7. arithmetische Serie  
8. binomische Koeffizienten  
9. natürliche Zahlen  
10. Sequenz"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","Identify the algebraic rule governing the sequence 3 7 11 15 and use it to find the 8th term.","1. Sequenz  
2. Algebraische Regel  
3. Terme  
4. Differenz  
5. n-te Term  
6. Linear  
7. Funktion  
8. Schrittweite  
9. Formel  
10. Aufzählung"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","The sequence of perfect squares starts with 1 4 9 and 16; determine the algebraic expression for the nth term and calculate the 6th term.","1. Folge (Sequence)  
2. Quadrat (Square)  
3. n-te Term (n-th term)  
4. Algebraischer Ausdruck (Algebraic Expression)  
5. Berechnung (Calculation)  
6. Position (Position)  
7. natürliche Zahlen (Natural Numbers)  
8. Index (Index)"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","G","Given the sequence defined by the rule \(a_n = 5n - 2\) find the 10th term and the sum of the first 5 terms.","1. Folge
2. Regel
3. Term
4. n-te Term
5. Summen
6. Reihe
7. Summenformel"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","A recipe calls for 2 cups of flour to make 12 cookies; how many cups of flour would you need to make 30 cookies?","1. Rezept  
2. Zutat  
3. Verhältnis  
4. Portion  
5. Umrechnung  
6. Proportionalität"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","A car travels 240 miles on 8 gallons of gas; how many gallons of gas would be required to travel 600 miles?","1. Kilometerstand
2. Kraftstoffverbrauch
3. Verbrauch pro Meile
4. Verhältnis
5. Proportionalität
6. Einheitspreis
7. Umrechnungsfaktor"
"Functional relationships (patterns and structures)","Assignments and proportionality","H","If a poster is designed to be 4 feet wide and 6 feet tall what would be the width of a poster that is 10 feet tall while maintaining the same proportions?","1. Proportionen
2. Verhältnis
3. Skalierung
4. Breite
5. Höhe
6. Seitenverhältnis
7. Maßstab
8. Längenverhältnis"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","D","Identify the pattern in the 4 times table (4 8 12 16...) and predict the product of 4 and 9.","- Vielfaches
- Muster
- Tabelle
- Produkt
- Vorhersage
- Ganzzahl
- Sequenz
- Addition
- Multiplikation"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","D","Using the 7 times table find the missing number in the sequence: 7 14 __ 28 35.","1. Folge
2. fehlende Zahl
3. Multiplikation
4. Malnehmen
5. Tabelle
6. Potenz
7. Muster"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","D","Look at the 5 times table and explain how you can use it to quickly find the product of 5 and 12.","1. Vielfaches  
2. Produkt  
3. Multiplikation  
4. Tabelle  
5. Addition  
6. Faktor  
7. Rechnen  
8. Arithmetik"
"Functional relationships (patterns and structures)","Equations and algebra","E","A pencil costs $2 less than a notebook and together they cost $6; write an equation to find the cost of the pencil p.","1. Preis (Price)  
2. Kosten (Cost)  
3. Gleichung (Equation)  
4. Variable (Variable)  
5. Summe (Sum)  
6. Differenz (Difference)  
7. Lösung (Solution)  
8. Unbekannte (Unknown)  
9. Betrag (Amount)  
10. Algebra (Algebra)"
"Functional relationships (patterns and structures)","Equations and algebra","E","Sarah has twice as many stickers as Tim and together they have 24 stickers; write an equation to determine the number of stickers Tim has t.","1. Sticker
2. Gleichung
3. Variable
4. Addition
5. Verdopplung
6. Summe
7. Lösung
8. Unbekannte"
"Functional relationships (patterns and structures)","Equations and algebra","E","A fruit basket contains x apples and if 5 apples are added there will be a total of 15 apples; write an equation to find the initial number of apples in the basket.","1. Obstkorb
2. Äpfel
3. Hinzufügen
4. Gesamtzahl
5. Gleichung
6. Unbekannte
7. Anfangszahl
8. Algebra
9. Variable
10. Lösung"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Create a repeating pattern using red blue and yellow colored squares where you use each color in a total of three times.","1. Wiederholungsmuster
2. Farben
3. Quadrate
4. Anzahl
5. Anordnung
6. Symmetrie
7. Farbkombination
8. Sequenz
9. Wiederholung
10. Design"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Draw a pattern with two different shapes such as circles and triangles while making sure the shapes alternate at least five times.","1. Muster
2. Forme
3. Alternieren
4. Kreise
5. Dreiecke
6. Wiederholung
7. Symmetrie
8. Anordnung
9. Farbe
10. Größe"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","B","Using only two colors design a simple pattern with three sections ensuring that each section follows the same color order.","1. Farbpalette  
2. Muster  
3. Sektion  
4. Farbordnung  
5. Wiederholung  
6. Symmetrie  
7. Kontrast  
8. Anordnung  
9. Design  
10. Komposition"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","C","What is the next number in the sequence 5 10 15 20 and what would the next two numbers be?","1. Zahlenfolge
2. Arithmetische Sequenz
3. Differenz
4. Regelmäßigkeit
5. Fortsetzung
6. Muster
7. Identifikation
8. Inkrement"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","C","If the pattern is to add 3 what are the next three numbers in the sequence 1 4 7 10?","1. Sequenz
2. Muster
3. Addition
4. Fortsetzung
5. Differenz"
"Functional relationships (patterns and structures)","Recognizing patterns and structures","C","Look at the pattern in the number sequence: 2 4 8 16; can you find the next two numbers?","1. Zahlenfolge
2. Muster
3. Fortsetzung
4. Exponenten
5. Verdopplung
6. Regelmäßigkeit
7. Arithmetik
8. Sequenz
9. Progression
10. Transformation"
"Functional relationships (patterns and structures)","Assignments and proportionality","D","Plot the points (2 4) (3 6) (4 8) and (5 10) on a coordinate grid and identify the constant of proportionality.","1. Koordinatensystem  
2. Punkte  
3. Achsen  
4. Proportionalität  
5. Konstante der Proportionalität  
6. Graph  
7. Lineare Beziehung  
8. y-Achse  
9. x-Achse  
10. Ordinate  
11. Abszisse  
12. Steigung"
"Functional relationships (patterns and structures)","Assignments and proportionality","D","If a recipe requires 4 cups of flour to make 8 cookies graph the points (8 4) and (16 8) to represent the relationship and find the constant of proportionality.","- Rezept
- Mehl
- Plätzchen
- Graph
- Punkte
- Verhältnis
- Proportionalität
- Konstante der Proportionalität"
"Functional relationships (patterns and structures)","Assignments and proportionality","D","Write a proportional equation for the points (1 2) (2 4) (3 6) and then plot these points on a coordinate grid to visualize the relationship.","1. Proportionale Beziehung  
2. Koordinatensystem  
3. Punkte  
4. Achsen  
5. X-Achse  
6. Y-Achse  
7. Grafische Darstellung  
8. Gerade  
9. Steigung  
10. lineare Gleichung"
